"Land";"Hamburg"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Einpendler Kreise"
"Arbeitsort";"Regionalschlüssel";"Wohnort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Hamburg, Freie und Hansestadt";"02000";"Rhein-Pfalz-Kreis";"07338";"110";"70";"40";"90";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Mainz-Bingen";"07339";"200";"120";"80";"170";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Südwestpfalz";"07340";"40";"30";"10";"40";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Stuttgart, Landeshauptstadt";"08111";"870";"460";"410";"610";"250";"20"
"Hamburg, Freie und Hansestadt";"02000";"Böblingen";"08115";"320";"190";"120";"260";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Esslingen";"08116";"450";"270";"180";"350";"100";"10"
"Hamburg, Freie und Hansestadt";"02000";"Göppingen";"08117";"130";"80";"50";"100";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ludwigsburg";"08118";"450";"270";"180";"330";"120";"10"
"Hamburg, Freie und Hansestadt";"02000";"Rems-Murr-Kreis";"08119";"250";"150";"100";"200";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Heilbronn, Universitätsstadt";"08121";"110";"70";"50";"70";"40";"0"
"Hamburg, Freie und Hansestadt";"02000";"Heilbronn";"08125";"220";"140";"80";"170";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Hohenlohekreis";"08126";"40";"20";"20";"40";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Schwäbisch Hall";"08127";"70";"50";"20";"60";"10";"0"
