"Land";"Thüringen"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Einpendler Kreise"
"Arbeitsort";"Regionalschlüssel";"Wohnort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Gera, Stadt";"16052";"München, Landeshauptstadt";"09162";"10";"10";"0";"10";"10";"0"
"Gera, Stadt";"16052";"Traunstein";"09189";"20";"10";"0";"10";"10";"0"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"094xx";"30";"20";"10";"20";"10";"0"
"Gera, Stadt";"16052";"Hof, Stadt";"09464";"20";"10";"10";"10";"0";"0"
"Gera, Stadt";"16052";"Hof";"09475";"20";"10";"10";"20";"0";"0"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"095xx";"20";"10";"10";"10";"10";"0"
"Gera, Stadt";"16052";"Nürnberg, Stadt";"09564";"10";"10";"0";"0";"10";"0"
"Gera, Stadt";"16052";"Berlin, Stadt";"11000";"130";"80";"60";"110";"30";"0"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"120xx";"60";"50";"20";"60";"10";"0"
"Gera, Stadt";"16052";"Dahme-Spreewald";"12061";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Potsdam-Mittelmark";"12069";"30";"30";"10";"30";"0";"0"
"Gera, Stadt";"16052";"Chemnitz, Stadt";"14511";"180";"130";"50";"120";"70";"0"
"Gera, Stadt";"16052";"Erzgebirgskreis";"14521";"140";"100";"50";"120";"20";"10"
"Gera, Stadt";"16052";"Mittelsachsen";"14522";"70";"40";"30";"60";"10";"0"
"Gera, Stadt";"16052";"Vogtlandkreis";"14523";"210";"100";"110";"200";"10";"10"
"Gera, Stadt";"16052";"Zwickau";"14524";"780";"360";"420";"740";"40";"20"
"Gera, Stadt";"16052";"Dresden, Stadt";"14612";"60";"30";"30";"50";"10";"0"
"Gera, Stadt";"16052";"Bautzen";"14625";"20";"20";"10";"20";"10";"0"
"Gera, Stadt";"16052";"Görlitz";"14626";"10";"10";"0";"10";"10";"0"
"Gera, Stadt";"16052";"Meißen";"14627";"30";"20";"10";"30";"0";"0"
"Gera, Stadt";"16052";"Sächsische Schweiz-Osterzgebirge";"14628";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Leipzig, Stadt";"14713";"330";"180";"150";"280";"50";"10"
"Gera, Stadt";"16052";"Leipzig";"14729";"150";"100";"60";"140";"10";"0"
"Gera, Stadt";"16052";"Nordsachsen";"14730";"50";"30";"20";"40";"10";"0"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"150xx";"40";"30";"10";"30";"10";"0"
"Gera, Stadt";"16052";"Halle (Saale), Stadt";"15002";"70";"40";"30";"70";"0";"0"
"Gera, Stadt";"16052";"Magdeburg, Landeshauptstadt";"15003";"20";"10";"10";"20";"0";"0"
"Gera, Stadt";"16052";"Anhalt-Bitterfeld";"15082";"20";"10";"10";"20";"0";"0"
"Gera, Stadt";"16052";"Burgenlandkreis";"15084";"1180";"610";"570";"1050";"130";"50"
"Gera, Stadt";"16052";"Mansfeld-Südharz";"15087";"20";"10";"10";"20";"0";"0"
"Gera, Stadt";"16052";"Saalekreis";"15088";"50";"30";"20";"40";"10";"0"
"Gera, Stadt";"16052";"Salzlandkreis";"15089";"20";"10";"10";"20";"10";"0"
"Gera, Stadt";"16052";"Wittenberg";"15091";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"160xx";"10";"10";"0";"0";"0";"0"
"Gera, Stadt";"16052";"Erfurt, Stadt";"16051";"140";"90";"50";"120";"20";"10"
"Gera, Stadt";"16052";"Jena, Stadt";"16053";"530";"300";"230";"440";"90";"20"
"Gera, Stadt";"16052";"Suhl, Stadt";"16054";"20";"10";"10";"10";"0";"0"
"Gera, Stadt";"16052";"Weimar, Stadt";"16055";"100";"50";"50";"90";"20";"0"
"Gera, Stadt";"16052";"Eichsfeld";"16061";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Nordhausen";"16062";"30";"20";"10";"30";"0";"0"
"Gera, Stadt";"16052";"Wartburgkreis";"16063";"40";"20";"20";"30";"0";"0"
"Gera, Stadt";"16052";"Unstrut-Hainich-Kreis";"16064";"30";"20";"10";"20";"20";"0"
"Gera, Stadt";"16052";"Kyffhäuserkreis";"16065";"40";"10";"20";"30";"0";"0"
"Gera, Stadt";"16052";"Schmalkalden-Meiningen";"16066";"50";"30";"20";"40";"10";"0"
"Gera, Stadt";"16052";"Gotha";"16067";"40";"20";"20";"40";"0";"0"
"Gera, Stadt";"16052";"Sömmerda";"16068";"30";"20";"10";"30";"0";"0"
"Gera, Stadt";"16052";"Hildburghausen";"16069";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Ilm-Kreis";"16070";"50";"30";"20";"50";"10";"0"
"Gera, Stadt";"16052";"Weimarer Land";"16071";"90";"60";"40";"90";"10";"0"
"Gera, Stadt";"16052";"Saalfeld-Rudolstadt";"16073";"190";"90";"100";"160";"30";"10"
"Gera, Stadt";"16052";"Saale-Holzland-Kreis";"16074";"1450";"690";"760";"1360";"90";"60"
"Gera, Stadt";"16052";"Saale-Orla-Kreis";"16075";"640";"270";"370";"590";"50";"30"
"Gera, Stadt";"16052";"Greiz";"16076";"6530";"2720";"3810";"6390";"150";"260"
"Gera, Stadt";"16052";"Altenburger Land";"16077";"1430";"660";"770";"1320";"110";"50"
"Gera, Stadt";"16052";"Lettland";"LV";"50";"50";"0";"0";"50";"0"
"Gera, Stadt";"16052";"Polen";"PL";"140";"140";"0";"10";"130";"0"
"Jena, Stadt";"16053";"Einpendler insgesamt";"0";"28890";"14800";"14090";"27200";"1690";"1020"
"Jena, Stadt";"16053";"Hamburg, Freie und Hansestadt";"02000";"60";"30";"30";"50";"10";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"031xx";"30";"20";"0";"20";"0";"0"
"Jena, Stadt";"16053";"Northeim";"03155";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Göttingen";"03159";"70";"40";"30";"60";"10";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"032xx";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Region Hannover";"03241";"40";"30";"10";"30";"10";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"033xx";"30";"20";"10";"30";"10";"0"
"Jena, Stadt";"16053";"Harburg";"03353";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"040xx";"0";"0";"0";"0";"0";"0"
"Jena, Stadt";"16053";"Bremen, Stadt";"04011";"20";"10";"10";"10";"10";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"051xx";"60";"30";"30";"50";"20";"0"
"Jena, Stadt";"16053";"Düsseldorf, Stadt";"05111";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Mettmann";"05158";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Viersen";"05166";"50";"20";"20";"0";"40";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"053xx";"40";"20";"20";"30";"10";"0"
"Jena, Stadt";"16053";"Bonn, Stadt";"05314";"30";"20";"10";"20";"10";"0"
"Jena, Stadt";"16053";"Köln, Stadt";"05315";"30";"20";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Rheinisch-Bergischer Kreis";"05378";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"055xx";"20";"20";"10";"20";"10";"0"
"Jena, Stadt";"16053";"Münster, Stadt";"05515";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"057xx";"30";"20";"10";"30";"0";"0"
"Jena, Stadt";"16053";"Bielefeld, Stadt";"05711";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"059xx";"50";"30";"20";"40";"10";"0"
"Jena, Stadt";"16053";"Dortmund, Stadt";"05913";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"064xx";"40";"20";"10";"30";"10";"0"
"Jena, Stadt";"16053";"Darmstadt, Wissenschaftsstadt";"06411";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Frankfurt am Main, Stadt";"06412";"30";"20";"10";"20";"10";"0"
"Jena, Stadt";"16053";"Wiesbaden, Landeshauptstadt";"06414";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Hochtaunuskreis";"06434";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Main-Kinzig-Kreis";"06435";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Main-Taunus-Kreis";"06436";"10";"10";"0";"10";"10";"0"
"Jena, Stadt";"16053";"Offenbach";"06438";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Wetteraukreis";"06440";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"065xx";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Gießen";"06531";"20";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Marburg-Biedenkopf";"06534";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"066xx";"30";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Kassel, documenta-Stadt";"06611";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Hersfeld-Rotenburg";"06632";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Werra-Meißner-Kreis";"06636";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"081xx";"30";"20";"10";"20";"10";"0"
"Jena, Stadt";"16053";"Stuttgart, Landeshauptstadt";"08111";"20";"10";"10";"20";"10";"0"
"Jena, Stadt";"16053";"Böblingen";"08115";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Esslingen";"08116";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Ludwigsburg";"08118";"20";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Ostalbkreis";"08136";"20";"20";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"082xx";"40";"20";"10";"30";"10";"0"
"Jena, Stadt";"16053";"Karlsruhe";"08215";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Heidelberg, Stadt";"08221";"10";"0";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Rhein-Neckar-Kreis";"08226";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"084xx";"40";"30";"10";"20";"20";"0"
"Jena, Stadt";"16053";"Tübingen";"08416";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"091xx";"80";"60";"20";"70";"10";"0"
"Jena, Stadt";"16053";"München, Landeshauptstadt";"09162";"70";"50";"20";"50";"20";"0"
"Jena, Stadt";"16053";"Ebersberg";"09175";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Erding";"09177";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"München";"09184";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Rosenheim";"09187";"30";"20";"10";"0";"30";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"094xx";"30";"10";"20";"30";"0";"0"
"Jena, Stadt";"16053";"Bayreuth, Stadt";"09462";"30";"10";"20";"20";"0";"0"
"Jena, Stadt";"16053";"Coburg, Stadt";"09463";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Hof, Stadt";"09464";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Bayreuth";"09472";"20";"0";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Coburg";"09473";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Hof";"09475";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Kronach";"09476";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"095xx";"30";"20";"10";"30";"0";"0"
"Jena, Stadt";"16053";"Erlangen, Stadt";"09562";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Nürnberg, Stadt";"09564";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"096xx";"50";"30";"10";"40";"10";"0"
"Jena, Stadt";"16053";"Rhön-Grabfeld";"09673";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"097xx";"40";"30";"10";"20";"10";"0"
"Jena, Stadt";"16053";"Augsburg, Stadt";"09761";"10";"10";"0";"10";"10";"0"
"Jena, Stadt";"16053";"Aichach-Friedberg";"09771";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Berlin, Stadt";"11000";"300";"170";"130";"240";"60";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"120xx";"50";"30";"20";"40";"10";"0"
"Jena, Stadt";"16053";"Potsdam, Stadt";"12054";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Barnim";"12060";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Dahme-Spreewald";"12061";"20";"20";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Elbe-Elster";"12062";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Havelland";"12063";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Potsdam-Mittelmark";"12069";"20";"10";"10";"20";"10";"0"
"Jena, Stadt";"16053";"Spree-Neiße";"12071";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Teltow-Fläming";"12072";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"130xx";"30";"20";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Rostock, Hanse- und Universitätsstadt";"13003";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Mecklenburgische Seenplatte";"13071";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Landkreis Rostock";"13072";"10";"10";"0";"10";"0";"0"
"Jena, Stadt";"16053";"Vorpommern-Greifswald";"13075";"10";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Chemnitz, Stadt";"14511";"60";"40";"20";"50";"0";"0"
"Jena, Stadt";"16053";"Erzgebirgskreis";"14521";"70";"50";"30";"70";"0";"0"
"Jena, Stadt";"16053";"Mittelsachsen";"14522";"110";"90";"20";"110";"10";"10"
"Jena, Stadt";"16053";"Vogtlandkreis";"14523";"110";"70";"50";"110";"0";"10"
"Jena, Stadt";"16053";"Zwickau";"14524";"140";"80";"60";"130";"10";"10"
"Jena, Stadt";"16053";"Dresden, Stadt";"14612";"230";"140";"80";"210";"20";"10"
"Jena, Stadt";"16053";"Bautzen";"14625";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Görlitz";"14626";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Meißen";"14627";"70";"50";"20";"70";"0";"0"
"Jena, Stadt";"16053";"Sächsische Schweiz-Osterzgebirge";"14628";"30";"20";"10";"30";"0";"0"
"Jena, Stadt";"16053";"Leipzig, Stadt";"14713";"600";"320";"280";"520";"80";"10"
"Jena, Stadt";"16053";"Leipzig";"14729";"90";"50";"40";"90";"10";"0"
"Jena, Stadt";"16053";"Nordsachsen";"14730";"50";"30";"30";"50";"0";"0"
"Jena, Stadt";"16053";"Übrige Kreise (Regierungsbezirk)";"150xx";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Dessau-Roßlau, Stadt";"15001";"20";"10";"10";"10";"10";"0"
"Jena, Stadt";"16053";"Halle (Saale), Stadt";"15002";"130";"70";"70";"120";"20";"0"
"Jena, Stadt";"16053";"Magdeburg, Landeshauptstadt";"15003";"30";"20";"10";"30";"0";"0"
"Jena, Stadt";"16053";"Anhalt-Bitterfeld";"15082";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Börde";"15083";"20";"10";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Burgenlandkreis";"15084";"840";"430";"410";"810";"30";"20"
"Jena, Stadt";"16053";"Mansfeld-Südharz";"15087";"50";"30";"20";"40";"0";"0"
"Jena, Stadt";"16053";"Saalekreis";"15088";"100";"60";"50";"90";"10";"0"
"Jena, Stadt";"16053";"Salzlandkreis";"15089";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Stendal";"15090";"10";"0";"10";"10";"0";"0"
"Jena, Stadt";"16053";"Wittenberg";"15091";"20";"10";"10";"20";"0";"0"
"Jena, Stadt";"16053";"Erfurt, Stadt";"16051";"1380";"750";"630";"1290";"90";"50"
"Jena, Stadt";"16053";"Gera, Stadt";"16052";"1310";"670";"640";"1250";"60";"60"
"Jena, Stadt";"16053";"Suhl, Stadt";"16054";"40";"20";"20";"40";"0";"0"
"Jena, Stadt";"16053";"Weimar, Stadt";"16055";"1850";"960";"890";"1700";"150";"60"
"Jena, Stadt";"16053";"Eichsfeld";"16061";"60";"30";"20";"50";"0";"0"
"Jena, Stadt";"16053";"Nordhausen";"16062";"60";"30";"30";"60";"10";"0"
"Jena, Stadt";"16053";"Wartburgkreis";"16063";"180";"70";"110";"170";"10";"10"
"Jena, Stadt";"16053";"Unstrut-Hainich-Kreis";"16064";"120";"60";"60";"120";"0";"10"
"Jena, Stadt";"16053";"Kyffhäuserkreis";"16065";"110";"50";"50";"100";"0";"10"
"Jena, Stadt";"16053";"Schmalkalden-Meiningen";"16066";"110";"60";"50";"110";"0";"0"
"Jena, Stadt";"16053";"Gotha";"16067";"210";"120";"100";"210";"10";"20"
"Jena, Stadt";"16053";"Sömmerda";"16068";"230";"110";"120";"220";"10";"10"
"Jena, Stadt";"16053";"Hildburghausen";"16069";"60";"30";"30";"60";"0";"0"
"Jena, Stadt";"16053";"Ilm-Kreis";"16070";"310";"160";"150";"290";"20";"10"
"Jena, Stadt";"16053";"Weimarer Land";"16071";"3840";"1840";"2000";"3710";"130";"120"
"Jena, Stadt";"16053";"Sonneberg";"16072";"30";"20";"10";"30";"0";"0"
"Jena, Stadt";"16053";"Saalfeld-Rudolstadt";"16073";"1120";"600";"520";"1090";"30";"50"
"Jena, Stadt";"16053";"Saale-Holzland-Kreis";"16074";"10130";"4760";"5380";"9930";"200";"380"
"Jena, Stadt";"16053";"Saale-Orla-Kreis";"16075";"1140";"590";"550";"1110";"30";"70"
"Jena, Stadt";"16053";"Greiz";"16076";"860";"390";"460";"840";"10";"30"
"Jena, Stadt";"16053";"Altenburger Land";"16077";"150";"80";"70";"140";"10";"10"
"Jena, Stadt";"16053";"Ungarn";"H";"20";"20";"0";"0";"20";"0"
"Jena, Stadt";"16053";"Polen";"PL";"170";"170";"0";"0";"170";"0"
"Suhl, Stadt";"16054";"Einpendler insgesamt";"0";"7260";"3260";"4000";"6790";"470";"270"
"Suhl, Stadt";"16054";"Übrige Kreise (Regierungsbezirk)";"032xx";"0";"0";"0";"0";"0";"0"
"Suhl, Stadt";"16054";"Region Hannover";"03241";"10";"10";"0";"10";"0";"0"
"Suhl, Stadt";"16054";"Übrige Kreise (Regierungsbezirk)";"094xx";"20";"20";"10";"20";"10";"0"
"Suhl, Stadt";"16054";"Coburg, Stadt";"09463";"30";"20";"10";"30";"0";"0"
"Suhl, Stadt";"16054";"Coburg";"09473";"50";"30";"20";"40";"10";"0"
"Suhl, Stadt";"16054";"Lichtenfels";"09478";"10";"10";"0";"10";"10";"0"
"Suhl, Stadt";"16054";"Übrige Kreise (Regierungsbezirk)";"096xx";"30";"10";"10";"20";"0";"0"
"Suhl, Stadt";"16054";"Rhön-Grabfeld";"09673";"60";"30";"30";"50";"10";"0"
"Suhl, Stadt";"16054";"Berlin, Stadt";"11000";"10";"10";"0";"10";"0";"0"
"Suhl, Stadt";"16054";"Übrige Kreise (Regierungsbezirk)";"140xx";"50";"50";"10";"50";"0";"0"
"Suhl, Stadt";"16054";"Zwickau";"14524";"30";"10";"20";"30";"0";"0"
"Suhl, Stadt";"16054";"Dresden, Stadt";"14612";"20";"20";"0";"10";"10";"0"
"Suhl, Stadt";"16054";"Leipzig, Stadt";"14713";"20";"10";"10";"20";"0";"0"
"Suhl, Stadt";"16054";"Übrige Kreise (Regierungsbezirk)";"150xx";"40";"30";"10";"30";"0";"0"
"Suhl, Stadt";"16054";"Anhalt-Bitterfeld";"15082";"20";"10";"10";"20";"0";"0"
"Suhl, Stadt";"16054";"Übrige Kreise (Regierungsbezirk)";"160xx";"50";"40";"10";"40";"0";"0"
"Suhl, Stadt";"16054";"Erfurt, Stadt";"16051";"180";"110";"80";"160";"20";"10"
"Suhl, Stadt";"16054";"Jena, Stadt";"16053";"10";"10";"0";"10";"0";"0"
"Suhl, Stadt";"16054";"Weimar, Stadt";"16055";"20";"20";"0";"20";"0";"0"
"Suhl, Stadt";"16054";"Wartburgkreis";"16063";"100";"50";"50";"100";"10";"10"
"Suhl, Stadt";"16054";"Unstrut-Hainich-Kreis";"16064";"30";"20";"10";"30";"0";"0"
"Suhl, Stadt";"16054";"Schmalkalden-Meiningen";"16066";"3220";"1370";"1850";"3070";"160";"130"
"Suhl, Stadt";"16054";"Gotha";"16067";"130";"60";"80";"130";"0";"0"
"Suhl, Stadt";"16054";"Sömmerda";"16068";"10";"0";"10";"10";"0";"0"
"Suhl, Stadt";"16054";"Hildburghausen";"16069";"1800";"730";"1080";"1690";"110";"80"
"Suhl, Stadt";"16054";"Ilm-Kreis";"16070";"790";"310";"490";"760";"30";"30"
"Suhl, Stadt";"16054";"Weimarer Land";"16071";"10";"10";"0";"10";"0";"0"
"Suhl, Stadt";"16054";"Sonneberg";"16072";"130";"50";"80";"120";"10";"0"
"Suhl, Stadt";"16054";"Saalfeld-Rudolstadt";"16073";"100";"40";"60";"90";"10";"0"
"Suhl, Stadt";"16054";"Greiz";"16076";"10";"10";"0";"10";"0";"0"
"Suhl, Stadt";"16054";"Altenburger Land";"16077";"20";"10";"10";"10";"0";"0"
"Suhl, Stadt";"16054";"Tschechien";"CZ";"10";"10";"0";"0";"10";"0"
"Weimar, Stadt";"16055";"Einpendler insgesamt";"0";"12990";"5890";"7100";"11810";"1180";"440"
"Weimar, Stadt";"16055";"Hamburg, Freie und Hansestadt";"02000";"30";"20";"10";"20";"10";"0"
"Weimar, Stadt";"16055";"Übrige Kreise (Regierungsbezirk)";"031xx";"20";"10";"10";"10";"10";"0"
"Weimar, Stadt";"16055";"Göttingen";"03159";"20";"10";"10";"10";"0";"0"
"Weimar, Stadt";"16055";"Übrige Kreise (Regierungsbezirk)";"055xx";"20";"10";"10";"10";"10";"0"
"Weimar, Stadt";"16055";"Gelsenkirchen, Stadt";"05513";"10";"0";"10";"10";"0";"0"
"Weimar, Stadt";"16055";"Übrige Kreise (Regierungsbezirk)";"059xx";"30";"20";"10";"10";"10";"0"
"Weimar, Stadt";"16055";"Unna";"05978";"20";"10";"20";"20";"0";"0"
"Weimar, Stadt";"16055";"Übrige Kreise (Regierungsbezirk)";"064xx";"30";"20";"0";"20";"10";"0"
"Weimar, Stadt";"16055";"Frankfurt am Main, Stadt";"06412";"10";"10";"0";"10";"10";"0"
"Weimar, Stadt";"16055";"Wiesbaden, Landeshauptstadt";"06414";"10";"10";"0";"10";"10";"0"
"Weimar, Stadt";"16055";"Übrige Kreise (Regierungsbezirk)";"066xx";"20";"20";"10";"20";"10";"0"
"Weimar, Stadt";"16055";"Hersfeld-Rotenburg";"06632";"10";"10";"0";"10";"0";"0"
"Weimar, Stadt";"16055";"Werra-Meißner-Kreis";"06636";"10";"0";"10";"10";"0";"0"
"Weimar, Stadt";"16055";"Übrige Kreise (Regierungsbezirk)";"091xx";"40";"30";"10";"20";"20";"0"
"Weimar, Stadt";"16055";"München, Landeshauptstadt";"09162";"20";"20";"10";"20";"10";"0"
"Weimar, Stadt";"16055";"Berlin, Stadt";"11000";"160";"100";"60";"130";"30";"0"
"Weimar, Stadt";"16055";"Übrige Kreise (Regierungsbezirk)";"130xx";"30";"20";"10";"30";"10";"0"
"Weimar, Stadt";"16055";"Vorpommern-Greifswald";"13075";"30";"10";"20";"20";"10";"0"
"Weimar, Stadt";"16055";"Übrige Kreise (Regierungsbezirk)";"140xx";"30";"20";"10";"20";"10";"0"
"Weimar, Stadt";"16055";"Chemnitz, Stadt";"14511";"10";"10";"0";"10";"0";"0"
"Weimar, Stadt";"16055";"Erzgebirgskreis";"14521";"20";"10";"10";"20";"0";"0"
"Weimar, Stadt";"16055";"Mittelsachsen";"14522";"20";"20";"10";"20";"10";"0"
"Weimar, Stadt";"16055";"Vogtlandkreis";"14523";"20";"10";"10";"10";"10";"0"
"Weimar, Stadt";"16055";"Zwickau";"14524";"20";"20";"10";"20";"0";"0"
"Weimar, Stadt";"16055";"Dresden, Stadt";"14612";"40";"30";"20";"40";"10";"0"
"Weimar, Stadt";"16055";"Bautzen";"14625";"20";"10";"0";"20";"0";"0"
"Weimar, Stadt";"16055";"Leipzig, Stadt";"14713";"100";"70";"40";"90";"10";"0"
"Weimar, Stadt";"16055";"Leipzig";"14729";"20";"20";"0";"20";"0";"0"
"Weimar, Stadt";"16055";"Nordsachsen";"14730";"40";"30";"0";"40";"0";"0"
"Weimar, Stadt";"16055";"Übrige Kreise (Regierungsbezirk)";"150xx";"30";"30";"0";"30";"0";"0"
"Weimar, Stadt";"16055";"Halle (Saale), Stadt";"15002";"20";"10";"10";"20";"0";"0"
"Weimar, Stadt";"16055";"Magdeburg, Landeshauptstadt";"15003";"20";"10";"10";"10";"0";"0"
"Weimar, Stadt";"16055";"Burgenlandkreis";"15084";"190";"100";"90";"180";"20";"10"
"Weimar, Stadt";"16055";"Mansfeld-Südharz";"15087";"20";"10";"10";"20";"0";"0"
"Weimar, Stadt";"16055";"Saalekreis";"15088";"20";"10";"10";"20";"0";"0"
"Weimar, Stadt";"16055";"Salzlandkreis";"15089";"10";"10";"0";"10";"0";"0"
"Weimar, Stadt";"16055";"Wittenberg";"15091";"10";"10";"0";"10";"0";"0"
"Weimar, Stadt";"16055";"Erfurt, Stadt";"16051";"1780";"800";"980";"1650";"130";"80"
"Weimar, Stadt";"16055";"Gera, Stadt";"16052";"90";"40";"50";"70";"20";"10"
"Weimar, Stadt";"16055";"Jena, Stadt";"16053";"1010";"450";"570";"940";"80";"20"
"Weimar, Stadt";"16055";"Suhl, Stadt";"16054";"40";"10";"20";"30";"0";"0"
"Weimar, Stadt";"16055";"Eichsfeld";"16061";"20";"10";"10";"20";"0";"0"
"Weimar, Stadt";"16055";"Nordhausen";"16062";"40";"30";"10";"40";"0";"0"
"Weimar, Stadt";"16055";"Wartburgkreis";"16063";"50";"20";"30";"50";"0";"0"
"Weimar, Stadt";"16055";"Unstrut-Hainich-Kreis";"16064";"320";"50";"270";"310";"10";"0"
