"Land";"Berlin"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Einpendler Kreise"
"Arbeitsort";"Regionalschlüssel";"Wohnort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Berlin, Stadt";"11000";"Passau";"09275";"100";"60";"40";"70";"30";"0"
"Berlin, Stadt";"11000";"Regen";"09276";"40";"20";"20";"30";"10";"0"
"Berlin, Stadt";"11000";"Rottal-Inn";"09277";"1240";"1210";"30";"200";"1040";"0"
"Berlin, Stadt";"11000";"Straubing-Bogen";"09278";"50";"30";"20";"50";"10";"0"
"Berlin, Stadt";"11000";"Dingolfing-Landau";"09279";"50";"30";"20";"30";"20";"0"
"Berlin, Stadt";"11000";"Amberg, Stadt";"09361";"40";"30";"10";"20";"20";"0"
"Berlin, Stadt";"11000";"Regensburg, Stadt";"09362";"350";"220";"130";"260";"90";"0"
"Berlin, Stadt";"11000";"Weiden idOPf, Stadt";"09363";"40";"30";"10";"20";"20";"0"
"Berlin, Stadt";"11000";"Amberg-Sulzbach";"09371";"90";"40";"40";"60";"30";"0"
"Berlin, Stadt";"11000";"Cham";"09372";"60";"40";"20";"50";"10";"0"
"Berlin, Stadt";"11000";"Neumarkt idOPf";"09373";"110";"70";"40";"90";"20";"0"
"Berlin, Stadt";"11000";"Neustadt adWaldnaab";"09374";"50";"30";"20";"50";"10";"0"
"Berlin, Stadt";"11000";"Regensburg";"09375";"200";"140";"60";"170";"30";"0"
"Berlin, Stadt";"11000";"Schwandorf";"09376";"100";"60";"40";"80";"20";"0"
"Berlin, Stadt";"11000";"Tirschenreuth";"09377";"40";"20";"20";"30";"10";"0"
"Berlin, Stadt";"11000";"Bamberg, Stadt";"09461";"210";"110";"100";"160";"50";"0"
"Berlin, Stadt";"11000";"Bayreuth, Stadt";"09462";"180";"110";"70";"130";"50";"0"
"Berlin, Stadt";"11000";"Coburg, Stadt";"09463";"70";"50";"30";"50";"30";"0"
"Berlin, Stadt";"11000";"Hof, Stadt";"09464";"90";"60";"30";"50";"40";"0"
"Berlin, Stadt";"11000";"Bamberg";"09471";"160";"110";"50";"150";"20";"0"
"Berlin, Stadt";"11000";"Bayreuth";"09472";"120";"70";"50";"100";"10";"0"
"Berlin, Stadt";"11000";"Coburg";"09473";"90";"50";"40";"80";"10";"0"
"Berlin, Stadt";"11000";"Forchheim";"09474";"130";"70";"60";"110";"20";"0"
"Berlin, Stadt";"11000";"Hof";"09475";"70";"40";"30";"60";"10";"0"
"Berlin, Stadt";"11000";"Kronach";"09476";"60";"30";"30";"50";"0";"0"
"Berlin, Stadt";"11000";"Kulmbach";"09477";"70";"40";"30";"60";"10";"0"
"Berlin, Stadt";"11000";"Lichtenfels";"09478";"140";"70";"80";"130";"20";"10"
"Berlin, Stadt";"11000";"Wunsiedel iFichtelgebirge";"09479";"90";"50";"40";"70";"20";"0"
"Berlin, Stadt";"11000";"Ansbach, Stadt";"09561";"40";"20";"20";"30";"10";"0"
"Berlin, Stadt";"11000";"Erlangen, Stadt";"09562";"260";"170";"90";"160";"100";"0"
"Berlin, Stadt";"11000";"Fürth, Stadt";"09563";"280";"170";"110";"190";"90";"0"
"Berlin, Stadt";"11000";"Nürnberg, Stadt";"09564";"1250";"760";"490";"800";"450";"10"
"Berlin, Stadt";"11000";"Schwabach, Stadt";"09565";"50";"30";"20";"40";"10";"0"
"Berlin, Stadt";"11000";"Ansbach";"09571";"140";"80";"60";"120";"20";"0"
"Berlin, Stadt";"11000";"Erlangen-Höchstadt";"09572";"200";"130";"70";"170";"40";"10"
"Berlin, Stadt";"11000";"Fürth";"09573";"120";"70";"50";"100";"20";"0"
"Berlin, Stadt";"11000";"Nürnberger Land";"09574";"210";"130";"90";"180";"30";"0"
"Berlin, Stadt";"11000";"Neustadt adAisch-Bad Windsheim";"09575";"90";"50";"50";"60";"30";"0"
"Berlin, Stadt";"11000";"Roth";"09576";"110";"70";"40";"100";"10";"0"
"Berlin, Stadt";"11000";"Weißenburg-Gunzenhausen";"09577";"70";"50";"20";"60";"10";"0"
"Berlin, Stadt";"11000";"Aschaffenburg, Stadt";"09661";"80";"60";"20";"60";"20";"0"
"Berlin, Stadt";"11000";"Schweinfurt, Stadt";"09662";"60";"40";"30";"40";"30";"0"
"Berlin, Stadt";"11000";"Würzburg, Stadt";"09663";"300";"170";"130";"250";"60";"10"
"Berlin, Stadt";"11000";"Aschaffenburg";"09671";"190";"120";"60";"160";"20";"0"
"Berlin, Stadt";"11000";"Bad Kissingen";"09672";"100";"50";"40";"70";"20";"0"
"Berlin, Stadt";"11000";"Rhön-Grabfeld";"09673";"60";"30";"40";"60";"0";"0"
"Berlin, Stadt";"11000";"Haßberge";"09674";"70";"30";"30";"60";"10";"0"
"Berlin, Stadt";"11000";"Kitzingen";"09675";"70";"30";"40";"60";"10";"0"
"Berlin, Stadt";"11000";"Miltenberg";"09676";"110";"60";"50";"90";"20";"0"
"Berlin, Stadt";"11000";"Main-Spessart";"09677";"100";"60";"40";"90";"10";"0"
"Berlin, Stadt";"11000";"Schweinfurt";"09678";"100";"60";"40";"90";"10";"0"
"Berlin, Stadt";"11000";"Würzburg";"09679";"190";"110";"80";"160";"20";"0"
"Berlin, Stadt";"11000";"Augsburg, Stadt";"09761";"510";"310";"200";"360";"160";"10"
"Berlin, Stadt";"11000";"Kaufbeuren, Stadt";"09762";"40";"30";"20";"30";"20";"0"
"Berlin, Stadt";"11000";"Kempten (Allgäu), Stadt";"09763";"80";"40";"40";"60";"20";"0"
"Berlin, Stadt";"11000";"Memmingen, Stadt";"09764";"30";"10";"10";"20";"10";"0"
"Berlin, Stadt";"11000";"Aichach-Friedberg";"09771";"150";"90";"60";"120";"30";"0"
"Berlin, Stadt";"11000";"Augsburg";"09772";"230";"140";"90";"180";"50";"0"
"Berlin, Stadt";"11000";"Dillingen adDonau";"09773";"70";"40";"30";"50";"20";"0"
"Berlin, Stadt";"11000";"Günzburg";"09774";"70";"40";"30";"60";"10";"0"
"Berlin, Stadt";"11000";"Neu-Ulm";"09775";"170";"110";"60";"130";"40";"0"
"Berlin, Stadt";"11000";"Lindau (Bodensee)";"09776";"80";"40";"40";"70";"10";"0"
"Berlin, Stadt";"11000";"Ostallgäu";"09777";"100";"50";"50";"80";"30";"0"
"Berlin, Stadt";"11000";"Unterallgäu";"09778";"80";"40";"40";"70";"10";"0"
"Berlin, Stadt";"11000";"Donau-Ries";"09779";"70";"40";"30";"50";"20";"0"
"Berlin, Stadt";"11000";"Oberallgäu";"09780";"130";"70";"60";"110";"20";"10"
"Berlin, Stadt";"11000";"Regionalverband Saarbrücken";"10041";"470";"290";"180";"350";"120";"10"
"Berlin, Stadt";"11000";"Merzig-Wadern";"10042";"70";"30";"30";"50";"20";"0"
"Berlin, Stadt";"11000";"Neunkirchen";"10043";"90";"50";"30";"70";"20";"0"
"Berlin, Stadt";"11000";"Saarlouis";"10044";"130";"80";"50";"110";"20";"0"
"Berlin, Stadt";"11000";"Saarpfalz-Kreis";"10045";"120";"60";"50";"100";"10";"0"
"Berlin, Stadt";"11000";"St Wendel";"10046";"50";"30";"20";"50";"0";"0"
"Berlin, Stadt";"11000";"Brandenburg an der Havel, Stadt";"12051";"2440";"1440";"1000";"2070";"370";"80"
"Berlin, Stadt";"11000";"Cottbus, Stadt";"12052";"1690";"1140";"550";"1110";"580";"50"
"Berlin, Stadt";"11000";"Frankfurt (Oder), Stadt";"12053";"1720";"1010";"710";"1160";"560";"40"
"Berlin, Stadt";"11000";"Potsdam, Stadt";"12054";"20600";"11040";"9560";"18370";"2230";"460"
"Berlin, Stadt";"11000";"Barnim";"12060";"31240";"15530";"15710";"29680";"1570";"880"
"Berlin, Stadt";"11000";"Dahme-Spreewald";"12061";"25120";"12760";"12360";"23240";"1880";"680"
"Berlin, Stadt";"11000";"Elbe-Elster";"12062";"880";"530";"350";"780";"100";"30"
"Berlin, Stadt";"11000";"Havelland";"12063";"24140";"12120";"12020";"22700";"1450";"730"
"Berlin, Stadt";"11000";"Märkisch-Oderland";"12064";"28350";"14260";"14090";"27060";"1280";"700"
"Berlin, Stadt";"11000";"Oberhavel";"12065";"36960";"18660";"18310";"34780";"2180";"1120"
"Berlin, Stadt";"11000";"Oberspreewald-Lausitz";"12066";"990";"650";"350";"870";"130";"30"
"Berlin, Stadt";"11000";"Oder-Spree";"12067";"14300";"7390";"6910";"13370";"930";"400"
"Berlin, Stadt";"11000";"Ostprignitz-Ruppin";"12068";"2670";"1600";"1070";"2490";"180";"90"
"Berlin, Stadt";"11000";"Potsdam-Mittelmark";"12069";"22890";"11510";"11380";"21310";"1580";"570"
"Berlin, Stadt";"11000";"Prignitz";"12070";"720";"450";"270";"630";"90";"30"
"Berlin, Stadt";"11000";"Spree-Neiße";"12071";"930";"620";"320";"830";"100";"30"
"Berlin, Stadt";"11000";"Teltow-Fläming";"12072";"22210";"11080";"11140";"20730";"1480";"710"
"Berlin, Stadt";"11000";"Uckermark";"12073";"2580";"1390";"1180";"2370";"200";"90"
"Berlin, Stadt";"11000";"Rostock, Hanse- und Universitätsstadt";"13003";"1180";"690";"490";"1050";"130";"40"
"Berlin, Stadt";"11000";"Schwerin, Landeshauptstadt";"13004";"450";"250";"190";"410";"40";"20"
"Berlin, Stadt";"11000";"Mecklenburgische Seenplatte";"13071";"1960";"1200";"770";"1730";"240";"40"
"Berlin, Stadt";"11000";"Landkreis Rostock";"13072";"960";"610";"350";"890";"60";"30"
"Berlin, Stadt";"11000";"Vorpommern-Rügen";"13073";"1170";"690";"480";"1080";"90";"30"
"Berlin, Stadt";"11000";"Nordwestmecklenburg";"13074";"510";"290";"220";"470";"40";"10"
"Berlin, Stadt";"11000";"Vorpommern-Greifswald";"13075";"1660";"1010";"640";"1510";"140";"50"
"Berlin, Stadt";"11000";"Ludwigslust-Parchim";"13076";"740";"410";"340";"680";"70";"20"
"Berlin, Stadt";"11000";"Chemnitz, Stadt";"14511";"690";"430";"260";"510";"170";"10"
"Berlin, Stadt";"11000";"Erzgebirgskreis";"14521";"460";"270";"190";"400";"60";"20"
"Berlin, Stadt";"11000";"Mittelsachsen";"14522";"540";"370";"160";"440";"100";"10"
"Berlin, Stadt";"11000";"Vogtlandkreis";"14523";"450";"250";"200";"390";"60";"0"
"Berlin, Stadt";"11000";"Zwickau";"14524";"450";"260";"190";"390";"60";"10"
"Berlin, Stadt";"11000";"Dresden, Stadt";"14612";"3020";"1780";"1230";"2480";"540";"30"
"Berlin, Stadt";"11000";"Bautzen";"14625";"770";"510";"260";"650";"120";"20"
"Berlin, Stadt";"11000";"Görlitz";"14626";"670";"420";"250";"560";"110";"10"
"Berlin, Stadt";"11000";"Meißen";"14627";"610";"400";"210";"510";"100";"10"
"Berlin, Stadt";"11000";"Sächsische Schweiz-Osterzgebirge";"14628";"750";"410";"340";"670";"80";"10"
"Berlin, Stadt";"11000";"Leipzig, Stadt";"14713";"5230";"2970";"2250";"4280";"950";"50"
"Berlin, Stadt";"11000";"Leipzig";"14729";"860";"540";"320";"800";"50";"10"
"Berlin, Stadt";"11000";"Nordsachsen";"14730";"600";"370";"230";"510";"90";"10"
"Berlin, Stadt";"11000";"Dessau-Roßlau, Stadt";"15001";"400";"260";"140";"310";"90";"10"
"Berlin, Stadt";"11000";"Halle (Saale), Stadt";"15002";"1490";"940";"550";"1100";"390";"20"
"Berlin, Stadt";"11000";"Magdeburg, Landeshauptstadt";"15003";"1550";"950";"610";"1090";"460";"20"
"Berlin, Stadt";"11000";"Altmarkkreis Salzwedel";"15081";"230";"140";"90";"190";"40";"0"
"Berlin, Stadt";"11000";"Anhalt-Bitterfeld";"15082";"680";"450";"240";"470";"220";"10"
"Berlin, Stadt";"11000";"Börde";"15083";"510";"320";"190";"430";"80";"10"
"Berlin, Stadt";"11000";"Burgenlandkreis";"15084";"400";"280";"130";"330";"80";"10"
"Berlin, Stadt";"11000";"Harz";"15085";"420";"280";"140";"370";"40";"10"
"Berlin, Stadt";"11000";"Jerichower Land";"15086";"530";"310";"220";"480";"50";"10"
"Berlin, Stadt";"11000";"Mansfeld-Südharz";"15087";"290";"200";"100";"260";"30";"10"
"Berlin, Stadt";"11000";"Saalekreis";"15088";"610";"410";"200";"500";"110";"10"
"Berlin, Stadt";"11000";"Salzlandkreis";"15089";"460";"300";"170";"400";"60";"10"
"Berlin, Stadt";"11000";"Stendal";"15090";"700";"400";"300";"640";"60";"20"
"Berlin, Stadt";"11000";"Wittenberg";"15091";"1030";"610";"420";"920";"120";"30"
"Berlin, Stadt";"11000";"Erfurt, Stadt";"16051";"830";"530";"300";"640";"190";"20"
"Berlin, Stadt";"11000";"Gera, Stadt";"16052";"220";"150";"70";"170";"50";"0"
"Berlin, Stadt";"11000";"Jena, Stadt";"16053";"350";"200";"150";"290";"60";"10"
"Berlin, Stadt";"11000";"Suhl, Stadt";"16054";"50";"40";"20";"40";"10";"0"
"Berlin, Stadt";"11000";"Weimar, Stadt";"16055";"260";"160";"90";"210";"50";"0"
"Berlin, Stadt";"11000";"Eichsfeld";"16061";"100";"70";"30";"90";"10";"0"
"Berlin, Stadt";"11000";"Nordhausen";"16062";"120";"80";"40";"100";"20";"0"
"Berlin, Stadt";"11000";"Wartburgkreis";"16063";"220";"130";"90";"190";"30";"10"
"Berlin, Stadt";"11000";"Unstrut-Hainich-Kreis";"16064";"120";"80";"50";"100";"20";"0"
"Berlin, Stadt";"11000";"Kyffhäuserkreis";"16065";"110";"70";"40";"90";"20";"0"
"Berlin, Stadt";"11000";"Schmalkalden-Meiningen";"16066";"200";"120";"80";"160";"40";"0"
"Berlin, Stadt";"11000";"Gotha";"16067";"250";"160";"90";"200";"50";"0"
"Berlin, Stadt";"11000";"Sömmerda";"16068";"120";"70";"50";"100";"20";"0"
"Berlin, Stadt";"11000";"Hildburghausen";"16069";"60";"40";"20";"60";"10";"0"
"Berlin, Stadt";"11000";"Ilm-Kreis";"16070";"200";"130";"70";"150";"50";"0"
"Berlin, Stadt";"11000";"Weimarer Land";"16071";"150";"90";"60";"140";"10";"0"
"Berlin, Stadt";"11000";"Sonneberg";"16072";"50";"20";"20";"40";"10";"0"
"Berlin, Stadt";"11000";"Saalfeld-Rudolstadt";"16073";"130";"80";"40";"110";"10";"10"
"Berlin, Stadt";"11000";"Saale-Holzland-Kreis";"16074";"130";"80";"50";"120";"10";"0"
"Berlin, Stadt";"11000";"Saale-Orla-Kreis";"16075";"100";"50";"50";"90";"10";"0"
"Berlin, Stadt";"11000";"Greiz";"16076";"140";"80";"50";"120";"10";"0"
"Berlin, Stadt";"11000";"Altenburger Land";"16077";"130";"90";"40";"110";"30";"10"
"Berlin, Stadt";"11000";"Österreich";"A";"140";"90";"50";"40";"90";"0"
"Berlin, Stadt";"11000";"Belgien";"B";"40";"20";"20";"20";"30";"0"
"Berlin, Stadt";"11000";"Bulgarien";"BG";"70";"70";"10";"0";"70";"0"
"Berlin, Stadt";"11000";"Schweiz";"CH";"60";"30";"30";"20";"40";"0"
"Berlin, Stadt";"11000";"Tschechien";"CZ";"150";"90";"70";"10";"150";"0"
"Berlin, Stadt";"11000";"Spanien";"E";"50";"30";"20";"10";"50";"0"
"Berlin, Stadt";"11000";"Frankreich";"F";"120";"80";"40";"40";"80";"0"
"Berlin, Stadt";"11000";"Vereinigtes Königreich";"GB";"40";"20";"10";"10";"30";"0"
"Berlin, Stadt";"11000";"Ungarn";"H";"40";"30";"10";"0";"40";"0"
"Berlin, Stadt";"11000";"Kroatien";"HR";"30";"30";"0";"0";"30";"0"
"Berlin, Stadt";"11000";"Italien";"I";"70";"40";"30";"10";"60";"0"
"Berlin, Stadt";"11000";"Indien";"IND";"20";"20";"0";"0";"20";"0"
"Berlin, Stadt";"11000";"Irland";"IRL";"10";"10";"0";"0";"10";"0"
"Berlin, Stadt";"11000";"Litauen";"LT";"20";"20";"10";"0";"20";"0"
"Berlin, Stadt";"11000";"Lettland";"LV";"40";"40";"0";"0";"40";"0"
"Berlin, Stadt";"11000";"Niederlande";"NL";"60";"40";"20";"20";"40";"0"
"Berlin, Stadt";"11000";"Portugal";"P";"20";"10";"10";"0";"20";"0"
"Berlin, Stadt";"11000";"Polen";"PL";"6370";"4350";"2020";"210";"6160";"0"
"Berlin, Stadt";"11000";"Rumänien";"RO";"280";"270";"10";"10";"270";"0"
"Berlin, Stadt";"11000";"Schweden";"S";"20";"10";"10";"10";"10";"0"
"Berlin, Stadt";"11000";"Slowakei";"SK";"60";"40";"10";"0";"50";"0"
"Berlin, Stadt";"11000";"Türkei";"TR";"20";"20";"10";"10";"10";"0"
"Berlin, Stadt";"11000";"Ukraine";"UA";"20";"10";"10";"0";"20";"0"
"Berlin, Stadt";"11000";"Vereinigte Staaten";"USA";"30";"20";"10";"10";"20";"0"
""
"Exportdatum: ";"15072024";"23:6:54"
"© Statistik der Bundesagentur für Arbeit"
"Die Produkte unterliegen dem Urheberrecht (siehe Impressum: https://statistikarbeitsagenturde/DE/Home/Service/Impressum/impressum_nodehtml) Daten und Tabellen dürfen uneingeschränkt verwendet werden Informationen dürfen (auch auszugsweise) gespeichert und mit Quellenangabe weitergegeben, vervielfältigt und verbreitet werden Die Inhalte dürfen nicht verändert oder verfälscht werden Eigene Berechnungen sind erlaubt, jedoch als solche kenntlich zu machen Im Fall einer Veröffentlichung im Internet soll dies mit einer Verlinkung auf die Homepage der Statistik der Bundesagentur für Arbeit (https://statistikarbeitsagenturde/) erfolgen"
