"Land";"Baden-Württemberg"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Auspendler Kreise"
"Wohnort";"Regionalschlüssel";"Arbeitsort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Stuttgart, Landeshauptstadt";"08111";"Ebersberg";"09175";"50";"30";"20";"40";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Eichstätt";"09176";"30";"20";"10";"20";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Erding";"09177";"20";"10";"10";"10";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Freising";"09178";"80";"50";"30";"50";"30";"0"
"Stuttgart, Landeshauptstadt";"08111";"Fürstenfeldbruck";"09179";"20";"10";"10";"20";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Landsberg am Lech";"09181";"40";"30";"10";"30";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Miesbach";"09182";"20";"20";"10";"20";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"München";"09184";"560";"380";"180";"430";"130";"20"
"Stuttgart, Landeshauptstadt";"08111";"Pfaffenhofen adIlm";"09186";"20";"20";"10";"10";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Rosenheim";"09187";"30";"10";"10";"20";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Starnberg";"09188";"60";"40";"20";"50";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Traunstein";"09189";"20";"20";"0";"20";"0";"0"
"Stuttgart, Landeshauptstadt";"08111";"Weilheim-Schongau";"09190";"20";"10";"10";"20";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Übrige Kreise (Regierungsbezirk)";"092xx";"40";"30";"10";"30";"20";"0"
"Stuttgart, Landeshauptstadt";"08111";"Passau, Stadt";"09262";"20";"10";"10";"10";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Deggendorf";"09271";"20";"10";"0";"10";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Landshut";"09274";"40";"20";"20";"10";"30";"0"
"Stuttgart, Landeshauptstadt";"08111";"Übrige Kreise (Regierungsbezirk)";"093xx";"30";"20";"10";"20";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Regensburg, Stadt";"09362";"40";"30";"20";"20";"20";"0"
"Stuttgart, Landeshauptstadt";"08111";"Neumarkt idOPf";"09373";"30";"20";"10";"20";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Regensburg";"09375";"30";"30";"0";"10";"20";"0"
"Stuttgart, Landeshauptstadt";"08111";"Übrige Kreise (Regierungsbezirk)";"094xx";"50";"30";"20";"40";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Bamberg, Stadt";"09461";"20";"10";"10";"10";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Bayreuth, Stadt";"09462";"10";"10";"0";"10";"0";"0"
"Stuttgart, Landeshauptstadt";"08111";"Coburg, Stadt";"09463";"10";"10";"0";"10";"0";"0"
"Stuttgart, Landeshauptstadt";"08111";"Forchheim";"09474";"10";"10";"10";"10";"0";"0"
"Stuttgart, Landeshauptstadt";"08111";"Kulmbach";"09477";"20";"20";"0";"10";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Übrige Kreise (Regierungsbezirk)";"095xx";"10";"10";"10";"10";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Ansbach, Stadt";"09561";"10";"10";"10";"10";"0";"0"
"Stuttgart, Landeshauptstadt";"08111";"Erlangen, Stadt";"09562";"60";"30";"20";"40";"20";"0"
"Stuttgart, Landeshauptstadt";"08111";"Fürth, Stadt";"09563";"20";"10";"10";"10";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Nürnberg, Stadt";"09564";"280";"170";"100";"190";"90";"0"
"Stuttgart, Landeshauptstadt";"08111";"Ansbach";"09571";"20";"10";"10";"10";"0";"0"
"Stuttgart, Landeshauptstadt";"08111";"Erlangen-Höchstadt";"09572";"40";"20";"20";"30";"10";"0"
"Stuttgart, Landeshauptstadt";"08111";"Fürth";"09573";"10";"0";"10";"10";"0";"0"
"Stuttgart, Landeshauptstadt";"08111";"Nürnberger Land";"09574";"20";"10";"10";"20";"0";"0"
"Stuttgart, Landeshauptstadt";"08111";"Roth";"09576";"10";"10";"0";"10";"10";"0"
