"Land";"Thüringen"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Auspendler Kreise"
"Wohnort";"Regionalschlüssel";"Arbeitsort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Erfurt, Stadt";"16051";"Heilbronn";"08125";"20";"20";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Hohenlohekreis";"08126";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Ostalbkreis";"08136";"20";"20";"0";"20";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"082xx";"30";"20";"10";"20";"10";"0"
"Erfurt, Stadt";"16051";"Karlsruhe, Stadt";"08212";"40";"30";"10";"30";"0";"0"
"Erfurt, Stadt";"16051";"Karlsruhe";"08215";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Heidelberg, Stadt";"08221";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Mannheim, Universitätsstadt";"08222";"30";"20";"10";"30";"10";"0"
"Erfurt, Stadt";"16051";"Rhein-Neckar-Kreis";"08226";"30";"20";"10";"30";"0";"0"
"Erfurt, Stadt";"16051";"Enzkreis";"08236";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"083xx";"40";"20";"10";"40";"0";"0"
"Erfurt, Stadt";"16051";"Freiburg im Breisgau, Stadt";"08311";"20";"10";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Ortenaukreis";"08317";"20";"20";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Schwarzwald-Baar-Kreis";"08326";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Waldshut";"08337";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"084xx";"30";"20";"0";"30";"0";"0"
"Erfurt, Stadt";"16051";"Reutlingen";"08415";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Tübingen";"08416";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Ulm, Universitätsstadt";"08421";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Ravensburg";"08436";"20";"20";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"091xx";"60";"40";"20";"60";"10";"0"
"Erfurt, Stadt";"16051";"Ingolstadt, Stadt";"09161";"40";"40";"10";"30";"10";"0"
"Erfurt, Stadt";"16051";"München, Landeshauptstadt";"09162";"290";"180";"110";"260";"30";"0"
"Erfurt, Stadt";"16051";"Berchtesgadener Land";"09172";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Dachau";"09174";"20";"10";"0";"20";"0";"0"
"Erfurt, Stadt";"16051";"Erding";"09177";"20";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Freising";"09178";"40";"30";"0";"10";"20";"0"
"Erfurt, Stadt";"16051";"Fürstenfeldbruck";"09179";"20";"10";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"München";"09184";"130";"90";"40";"90";"30";"0"
"Erfurt, Stadt";"16051";"Pfaffenhofen adIlm";"09186";"20";"10";"0";"10";"10";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"093xx";"30";"20";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Regensburg, Stadt";"09362";"20";"10";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Schwandorf";"09376";"20";"0";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"094xx";"30";"20";"10";"30";"0";"0"
"Erfurt, Stadt";"16051";"Bamberg, Stadt";"09461";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Bayreuth, Stadt";"09462";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Coburg, Stadt";"09463";"20";"20";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Coburg";"09473";"20";"10";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Forchheim";"09474";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Hof";"09475";"20";"10";"0";"10";"10";"0"
"Erfurt, Stadt";"16051";"Wunsiedel iFichtelgebirge";"09479";"20";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"095xx";"30";"20";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Erlangen, Stadt";"09562";"30";"20";"10";"30";"0";"0"
"Erfurt, Stadt";"16051";"Fürth, Stadt";"09563";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Nürnberg, Stadt";"09564";"290";"220";"70";"170";"120";"10"
"Erfurt, Stadt";"16051";"Erlangen-Höchstadt";"09572";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Nürnberger Land";"09574";"20";"10";"0";"20";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"096xx";"20";"20";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Aschaffenburg, Stadt";"09661";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Schweinfurt, Stadt";"09662";"20";"10";"0";"20";"0";"10"
"Erfurt, Stadt";"16051";"Würzburg, Stadt";"09663";"30";"20";"10";"20";"10";"0"
"Erfurt, Stadt";"16051";"Aschaffenburg";"09671";"10";"0";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Rhön-Grabfeld";"09673";"20";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Main-Spessart";"09677";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Würzburg";"09679";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"097xx";"50";"40";"10";"40";"10";"0"
"Erfurt, Stadt";"16051";"Augsburg, Stadt";"09761";"50";"40";"10";"20";"30";"0"
"Erfurt, Stadt";"16051";"Augsburg";"09772";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Donau-Ries";"09779";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"100xx";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Regionalverband Saarbrücken";"10041";"20";"20";"10";"10";"10";"0"
"Erfurt, Stadt";"16051";"Berlin, Stadt";"11000";"830";"530";"300";"640";"190";"20"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"120xx";"50";"30";"10";"30";"10";"0"
"Erfurt, Stadt";"16051";"Cottbus, Stadt";"12052";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Potsdam, Stadt";"12054";"40";"20";"20";"30";"10";"0"
"Erfurt, Stadt";"16051";"Barnim";"12060";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Dahme-Spreewald";"12061";"40";"30";"0";"10";"30";"0"
