"Land";"Saarland"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Auspendler Kreise"
"Wohnort";"Regionalschlüssel";"Arbeitsort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Regionalverband Saarbrücken";"10041";"Schwarzwald-Baar-Kreis";"08326";"20";"10";"0";"10";"10";"0"
"Regionalverband Saarbrücken";"10041";"Tuttlingen";"08327";"10";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Konstanz";"08335";"20";"20";"0";"10";"10";"0"
"Regionalverband Saarbrücken";"10041";"Lörrach";"08336";"20";"10";"10";"10";"10";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"084xx";"20";"20";"10";"20";"10";"0"
"Regionalverband Saarbrücken";"10041";"Reutlingen";"08415";"10";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Ulm, Universitätsstadt";"08421";"20";"10";"10";"10";"10";"0"
"Regionalverband Saarbrücken";"10041";"Biberach";"08426";"10";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Bodenseekreis";"08435";"30";"20";"10";"20";"0";"0"
"Regionalverband Saarbrücken";"10041";"Ravensburg";"08436";"20";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"091xx";"60";"40";"20";"40";"20";"0"
"Regionalverband Saarbrücken";"10041";"München, Landeshauptstadt";"09162";"370";"210";"160";"300";"70";"0"
"Regionalverband Saarbrücken";"10041";"Freising";"09178";"10";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Fürstenfeldbruck";"09179";"10";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"München";"09184";"260";"130";"120";"190";"70";"10"
"Regionalverband Saarbrücken";"10041";"Rosenheim";"09187";"10";"10";"10";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Starnberg";"09188";"20";"10";"10";"20";"0";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"093xx";"20";"20";"10";"20";"0";"0"
"Regionalverband Saarbrücken";"10041";"Regensburg";"09375";"10";"10";"0";"0";"10";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"094xx";"20";"10";"10";"20";"0";"0"
"Regionalverband Saarbrücken";"10041";"Bamberg, Stadt";"09461";"20";"10";"10";"10";"20";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"095xx";"30";"20";"10";"20";"10";"0"
"Regionalverband Saarbrücken";"10041";"Erlangen, Stadt";"09562";"10";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Nürnberg, Stadt";"09564";"80";"60";"20";"50";"30";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"096xx";"30";"20";"10";"20";"0";"0"
"Regionalverband Saarbrücken";"10041";"Aschaffenburg, Stadt";"09661";"20";"10";"0";"20";"0";"0"
"Regionalverband Saarbrücken";"10041";"Würzburg, Stadt";"09663";"20";"10";"10";"20";"0";"0"
"Regionalverband Saarbrücken";"10041";"Aschaffenburg";"09671";"10";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"097xx";"30";"20";"10";"30";"10";"0"
"Regionalverband Saarbrücken";"10041";"Augsburg, Stadt";"09761";"30";"20";"10";"20";"10";"0"
"Regionalverband Saarbrücken";"10041";"Neu-Ulm";"09775";"10";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Merzig-Wadern";"10042";"1280";"820";"460";"1070";"210";"50"
"Regionalverband Saarbrücken";"10041";"Neunkirchen";"10043";"5800";"3320";"2490";"5110";"700";"240"
"Regionalverband Saarbrücken";"10041";"Saarlouis";"10044";"9460";"5960";"3510";"7950";"1510";"390"
"Regionalverband Saarbrücken";"10041";"Saarpfalz-Kreis";"10045";"9420";"6010";"3410";"8070";"1360";"360"
"Regionalverband Saarbrücken";"10041";"St Wendel";"10046";"1060";"650";"420";"940";"120";"40"
"Regionalverband Saarbrücken";"10041";"Berlin, Stadt";"11000";"470";"290";"180";"350";"120";"10"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"120xx";"50";"40";"20";"40";"10";"0"
"Regionalverband Saarbrücken";"10041";"Oberhavel";"12065";"10";"0";"10";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Teltow-Fläming";"12072";"10";"10";"0";"10";"0";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"140xx";"40";"30";"10";"20";"20";"0"
"Regionalverband Saarbrücken";"10041";"Mittelsachsen";"14522";"10";"10";"0";"0";"10";"0"
"Regionalverband Saarbrücken";"10041";"Dresden, Stadt";"14612";"30";"20";"10";"20";"10";"0"
"Regionalverband Saarbrücken";"10041";"Leipzig, Stadt";"14713";"40";"20";"20";"30";"10";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"150xx";"20";"20";"10";"10";"10";"0"
"Regionalverband Saarbrücken";"10041";"Halle (Saale), Stadt";"15002";"20";"10";"10";"20";"0";"0"
"Regionalverband Saarbrücken";"10041";"Übrige Kreise (Regierungsbezirk)";"160xx";"30";"20";"10";"20";"10";"0"
"Regionalverband Saarbrücken";"10041";"Erfurt, Stadt";"16051";"10";"10";"0";"10";"10";"0"
"Merzig-Wadern";"10042";"Auspendler insgesamt";"0";"15110";"8920";"6200";"13860";"1260";"630"
"Merzig-Wadern";"10042";"Hamburg, Freie und Hansestadt";"02000";"60";"50";"10";"40";"30";"0"
"Merzig-Wadern";"10042";"Übrige Kreise (Regierungsbezirk)";"032xx";"10";"10";"0";"10";"0";"0"
"Merzig-Wadern";"10042";"Region Hannover";"03241";"10";"10";"10";"10";"0";"0"
