"Land";"Rheinland-Pfalz"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Auspendler Kreise"
"Wohnort";"Regionalschlüssel";"Arbeitsort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Neuwied";"07138";"Neumünster, Stadt";"01004";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Stormarn";"01062";"40";"40";"10";"30";"20";"0"
"Neuwied";"07138";"Hamburg, Freie und Hansestadt";"02000";"100";"70";"30";"90";"10";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"031xx";"20";"10";"10";"20";"10";"0"
"Neuwied";"07138";"Göttingen";"03159";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"032xx";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Region Hannover";"03241";"40";"30";"10";"30";"10";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"034xx";"30";"20";"0";"20";"10";"0"
"Neuwied";"07138";"Osnabrück, Stadt";"03404";"10";"0";"10";"10";"10";"0"
"Neuwied";"07138";"Emsland";"03454";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Osnabrück";"03459";"30";"30";"0";"10";"10";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"040xx";"0";"0";"0";"0";"0";"0"
"Neuwied";"07138";"Bremen, Stadt";"04011";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"051xx";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Düsseldorf, Stadt";"05111";"230";"140";"90";"200";"30";"0"
"Neuwied";"07138";"Duisburg, Stadt";"05112";"50";"40";"10";"40";"10";"0"
"Neuwied";"07138";"Essen, Stadt";"05113";"80";"60";"20";"70";"10";"0"
"Neuwied";"07138";"Krefeld, Stadt";"05114";"20";"20";"0";"20";"0";"0"
"Neuwied";"07138";"Mönchengladbach, Stadt";"05116";"30";"10";"10";"20";"10";"0"
"Neuwied";"07138";"Mülheim an der Ruhr, Stadt";"05117";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Oberhausen, Stadt";"05119";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Solingen, Klingenstadt";"05122";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Wuppertal, Stadt";"05124";"40";"30";"10";"40";"0";"0"
"Neuwied";"07138";"Mettmann";"05158";"120";"100";"20";"90";"30";"0"
"Neuwied";"07138";"Rhein-Kreis Neuss";"05162";"80";"60";"30";"70";"20";"0"
"Neuwied";"07138";"Viersen";"05166";"30";"20";"10";"20";"10";"0"
"Neuwied";"07138";"Wesel";"05170";"30";"20";"10";"20";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"053xx";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Bonn, Stadt";"05314";"4130";"1950";"2180";"3830";"300";"130"
"Neuwied";"07138";"Köln, Stadt";"05315";"1890";"1140";"760";"1630";"260";"30"
"Neuwied";"07138";"Leverkusen, Stadt";"05316";"80";"60";"20";"70";"10";"0"
"Neuwied";"07138";"Städteregion Aachen";"05334";"40";"30";"20";"40";"0";"0"
"Neuwied";"07138";"Düren";"05358";"80";"30";"50";"60";"20";"0"
"Neuwied";"07138";"Rhein-Erft-Kreis";"05362";"300";"200";"100";"270";"30";"10"
"Neuwied";"07138";"Euskirchen";"05366";"50";"40";"20";"50";"10";"0"
"Neuwied";"07138";"Oberbergischer Kreis";"05374";"80";"60";"20";"80";"10";"0"
"Neuwied";"07138";"Rheinisch-Bergischer Kreis";"05378";"110";"70";"40";"100";"10";"0"
"Neuwied";"07138";"Rhein-Sieg-Kreis";"05382";"5440";"2690";"2750";"4990";"450";"210"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"055xx";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Gelsenkirchen, Stadt";"05513";"20";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Münster, Stadt";"05515";"30";"20";"10";"30";"0";"0"
"Neuwied";"07138";"Borken";"05554";"20";"10";"0";"20";"0";"0"
"Neuwied";"07138";"Recklinghausen";"05562";"30";"20";"0";"20";"10";"0"
"Neuwied";"07138";"Steinfurt";"05566";"20";"20";"10";"20";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"057xx";"10";"10";"10";"10";"0";"0"
"Neuwied";"07138";"Bielefeld, Stadt";"05711";"20";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Gütersloh";"05754";"30";"20";"10";"20";"10";"0"
"Neuwied";"07138";"Lippe";"05766";"20";"20";"0";"20";"0";"0"
"Neuwied";"07138";"Minden-Lübbecke";"05770";"20";"20";"0";"20";"10";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"059xx";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Bochum, Stadt";"05911";"30";"30";"10";"20";"10";"0"
"Neuwied";"07138";"Dortmund, Stadt";"05913";"50";"30";"20";"40";"10";"0"
"Neuwied";"07138";"Hagen, Stadt der FernUniversität";"05914";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Ennepe-Ruhr-Kreis";"05954";"20";"10";"0";"20";"0";"0"
"Neuwied";"07138";"Hochsauerlandkreis";"05958";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Märkischer Kreis";"05962";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Olpe";"05966";"20";"10";"10";"10";"10";"0"
"Neuwied";"07138";"Siegen-Wittgenstein";"05970";"60";"50";"10";"50";"10";"0"
"Neuwied";"07138";"Soest";"05974";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Unna";"05978";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"064xx";"0";"0";"0";"0";"0";"0"
"Neuwied";"07138";"Darmstadt, Wissenschaftsstadt";"06411";"30";"20";"10";"30";"0";"0"
"Neuwied";"07138";"Frankfurt am Main, Stadt";"06412";"380";"210";"170";"340";"40";"10"
"Neuwied";"07138";"Offenbach am Main, Stadt";"06413";"10";"10";"10";"10";"0";"0"
"Neuwied";"07138";"Wiesbaden, Landeshauptstadt";"06414";"80";"50";"30";"70";"10";"0"
"Neuwied";"07138";"Bergstraße";"06431";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Darmstadt-Dieburg";"06432";"20";"10";"0";"10";"10";"0"
"Neuwied";"07138";"Groß-Gerau";"06433";"70";"30";"40";"40";"30";"0"
"Neuwied";"07138";"Hochtaunuskreis";"06434";"40";"30";"10";"30";"0";"0"
"Neuwied";"07138";"Main-Kinzig-Kreis";"06435";"40";"30";"10";"30";"10";"0"
"Neuwied";"07138";"Main-Taunus-Kreis";"06436";"100";"80";"20";"60";"40";"0"
"Neuwied";"07138";"Offenbach";"06438";"70";"50";"20";"50";"10";"0"
"Neuwied";"07138";"Rheingau-Taunus-Kreis";"06439";"30";"20";"10";"20";"10";"0"
"Neuwied";"07138";"Wetteraukreis";"06440";"10";"10";"10";"10";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"065xx";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Gießen";"06531";"40";"30";"10";"20";"30";"0"
"Neuwied";"07138";"Lahn-Dill-Kreis";"06532";"30";"20";"10";"30";"0";"0"
"Neuwied";"07138";"Limburg-Weilburg";"06533";"210";"140";"70";"180";"30";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"066xx";"30";"20";"10";"20";"10";"0"
"Neuwied";"07138";"Fulda";"06631";"20";"10";"0";"10";"10";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"070xx";"80";"50";"30";"70";"20";"0"
"Neuwied";"07138";"Koblenz, kreisfreie Stadt";"07111";"5370";"2930";"2440";"4820";"550";"290"
"Neuwied";"07138";"Ahrweiler";"07131";"970";"590";"380";"840";"140";"40"
"Neuwied";"07138";"Altenkirchen (Westerwald)";"07132";"1790";"1110";"680";"1650";"140";"70"
"Neuwied";"07138";"Bad Kreuznach";"07133";"80";"40";"40";"60";"20";"0"
"Neuwied";"07138";"Cochem-Zell";"07135";"170";"90";"80";"130";"40";"10"
"Neuwied";"07138";"Mayen-Koblenz";"07137";"6890";"4300";"2590";"6020";"870";"350"
"Neuwied";"07138";"Rhein-Hunsrück-Kreis";"07140";"230";"150";"80";"200";"30";"10"
"Neuwied";"07138";"Rhein-Lahn-Kreis";"07141";"400";"230";"180";"360";"40";"10"
"Neuwied";"07138";"Westerwaldkreis";"07143";"3260";"1990";"1270";"2900";"360";"140"
"Neuwied";"07138";"Trier, kreisfreie Stadt";"07211";"70";"30";"40";"60";"10";"0"
"Neuwied";"07138";"Bernkastel-Wittlich";"07231";"30";"20";"10";"20";"10";"0"
"Neuwied";"07138";"Eifelkreis Bitburg-Prüm";"07232";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Vulkaneifel";"07233";"30";"20";"10";"20";"0";"0"
"Neuwied";"07138";"Kaiserslautern, kreisfreie Stadt";"07312";"10";"10";"10";"10";"10";"0"
"Neuwied";"07138";"Ludwigshafen am Rhein, kreisfreie Stadt";"07314";"30";"20";"10";"20";"10";"0"
"Neuwied";"07138";"Mainz, kreisfreie Stadt";"07315";"150";"80";"80";"130";"20";"20"
"Neuwied";"07138";"Speyer, kreisfreie Stadt";"07318";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Mainz-Bingen";"07339";"30";"20";"10";"30";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"081xx";"40";"30";"10";"30";"10";"0"
"Neuwied";"07138";"Stuttgart, Landeshauptstadt";"08111";"80";"60";"10";"40";"30";"0"
"Neuwied";"07138";"Böblingen";"08115";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Esslingen";"08116";"30";"30";"10";"20";"10";"0"
"Neuwied";"07138";"Göppingen";"08117";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Ludwigsburg";"08118";"30";"30";"0";"30";"10";"0"
"Neuwied";"07138";"Heilbronn";"08125";"30";"20";"10";"30";"0";"0"
"Neuwied";"07138";"Hohenlohekreis";"08126";"30";"20";"0";"30";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"082xx";"30";"30";"10";"30";"10";"0"
"Neuwied";"07138";"Karlsruhe, Stadt";"08212";"30";"20";"10";"20";"0";"0"
"Neuwied";"07138";"Karlsruhe";"08215";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Heidelberg, Stadt";"08221";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Mannheim, Universitätsstadt";"08222";"50";"40";"10";"40";"10";"0"
"Neuwied";"07138";"Rhein-Neckar-Kreis";"08226";"40";"30";"10";"40";"0";"0"
"Neuwied";"07138";"Calw";"08235";"20";"20";"0";"20";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"083xx";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Freiburg im Breisgau, Stadt";"08311";"20";"10";"10";"20";"0";"0"
"Neuwied";"07138";"Ortenaukreis";"08317";"30";"20";"10";"20";"10";"0"
"Neuwied";"07138";"Schwarzwald-Baar-Kreis";"08326";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Tuttlingen";"08327";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Lörrach";"08336";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"084xx";"40";"30";"10";"40";"0";"0"
"Neuwied";"07138";"Ulm, Universitätsstadt";"08421";"20";"10";"0";"20";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"091xx";"50";"40";"10";"50";"0";"0"
"Neuwied";"07138";"München, Landeshauptstadt";"09162";"160";"90";"70";"140";"20";"0"
"Neuwied";"07138";"Freising";"09178";"20";"10";"0";"10";"10";"0"
"Neuwied";"07138";"München";"09184";"40";"30";"10";"30";"0";"0"
"Neuwied";"07138";"Starnberg";"09188";"10";"10";"10";"10";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"095xx";"20";"20";"10";"20";"0";"0"
"Neuwied";"07138";"Nürnberg, Stadt";"09564";"20";"20";"10";"10";"10";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"097xx";"40";"30";"10";"40";"10";"0"
"Neuwied";"07138";"Augsburg, Stadt";"09761";"10";"10";"0";"10";"0";"0"
"Neuwied";"07138";"Oberallgäu";"09780";"30";"10";"30";"30";"0";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"100xx";"20";"10";"0";"20";"0";"0"
"Neuwied";"07138";"Regionalverband Saarbrücken";"10041";"50";"30";"20";"20";"30";"0"
"Neuwied";"07138";"Saarlouis";"10044";"10";"10";"10";"10";"0";"0"
"Neuwied";"07138";"Berlin, Stadt";"11000";"210";"120";"90";"190";"20";"0"
"Neuwied";"07138";"Übrige Kreise (Regierungsbezirk)";"140xx";"30";"20";"10";"30";"0";"0"
"Neuwied";"07138";"Dresden, Stadt";"14612";"10";"10";"10";"10";"0";"0"
"Neuwied";"07138";"Leipzig, Stadt";"14713";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Auspendler insgesamt";"0";"15400";"8860";"6540";"13810";"1590";"430"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"010xx";"30";"20";"10";"30";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Stormarn";"01062";"20";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Hamburg, Freie und Hansestadt";"02000";"50";"40";"10";"40";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"032xx";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Region Hannover";"03241";"20";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Diepholz";"03251";"30";"30";"0";"0";"30";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"033xx";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Harburg";"03353";"60";"50";"10";"50";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"040xx";"0";"0";"0";"0";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Bremen, Stadt";"04011";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"051xx";"40";"40";"10";"40";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Düsseldorf, Stadt";"05111";"90";"50";"40";"80";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Essen, Stadt";"05113";"60";"50";"10";"40";"20";"0"
"Rhein-Hunsrück-Kreis";"07140";"Mettmann";"05158";"30";"30";"10";"30";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Rhein-Kreis Neuss";"05162";"40";"30";"20";"40";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Viersen";"05166";"40";"20";"20";"40";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Wesel";"05170";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"053xx";"30";"20";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Bonn, Stadt";"05314";"110";"70";"40";"110";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Köln, Stadt";"05315";"210";"130";"90";"160";"60";"10"
"Rhein-Hunsrück-Kreis";"07140";"Leverkusen, Stadt";"05316";"10";"10";"10";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Städteregion Aachen";"05334";"20";"20";"0";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Rhein-Erft-Kreis";"05362";"50";"30";"20";"40";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Rhein-Sieg-Kreis";"05382";"70";"50";"20";"60";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"059xx";"50";"40";"10";"50";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Bochum, Stadt";"05911";"20";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Dortmund, Stadt";"05913";"30";"20";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"064xx";"10";"10";"0";"10";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Darmstadt, Wissenschaftsstadt";"06411";"50";"40";"10";"40";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Frankfurt am Main, Stadt";"06412";"460";"290";"170";"410";"50";"10"
"Rhein-Hunsrück-Kreis";"07140";"Wiesbaden, Landeshauptstadt";"06414";"330";"200";"130";"310";"20";"0"
"Rhein-Hunsrück-Kreis";"07140";"Bergstraße";"06431";"20";"20";"0";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Darmstadt-Dieburg";"06432";"20";"10";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Groß-Gerau";"06433";"290";"200";"90";"190";"100";"0"
"Rhein-Hunsrück-Kreis";"07140";"Hochtaunuskreis";"06434";"50";"30";"20";"40";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Main-Kinzig-Kreis";"06435";"40";"30";"10";"30";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Main-Taunus-Kreis";"06436";"100";"70";"30";"90";"20";"0"
"Rhein-Hunsrück-Kreis";"07140";"Offenbach";"06438";"110";"80";"30";"100";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Rheingau-Taunus-Kreis";"06439";"70";"50";"20";"70";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Wetteraukreis";"06440";"20";"20";"0";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"065xx";"10";"0";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Gießen";"06531";"20";"10";"10";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Lahn-Dill-Kreis";"06532";"10";"10";"10";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Limburg-Weilburg";"06533";"50";"40";"10";"40";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"066xx";"30";"30";"0";"30";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Hersfeld-Rotenburg";"06632";"20";"10";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"070xx";"60";"40";"20";"60";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Koblenz, kreisfreie Stadt";"07111";"3240";"1550";"1690";"3030";"210";"130"
"Rhein-Hunsrück-Kreis";"07140";"Ahrweiler";"07131";"60";"40";"20";"60";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Altenkirchen (Westerwald)";"07132";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Bad Kreuznach";"07133";"1350";"730";"620";"1280";"70";"40"
"Rhein-Hunsrück-Kreis";"07140";"Birkenfeld";"07134";"380";"200";"180";"350";"30";"20"
"Rhein-Hunsrück-Kreis";"07140";"Cochem-Zell";"07135";"800";"410";"390";"720";"80";"30"
"Rhein-Hunsrück-Kreis";"07140";"Mayen-Koblenz";"07137";"1230";"760";"470";"1110";"120";"30"
"Rhein-Hunsrück-Kreis";"07140";"Neuwied";"07138";"240";"140";"100";"220";"20";"10"
"Rhein-Hunsrück-Kreis";"07140";"Rhein-Lahn-Kreis";"07141";"310";"160";"150";"290";"20";"10"
"Rhein-Hunsrück-Kreis";"07140";"Westerwaldkreis";"07143";"150";"110";"50";"130";"20";"0"
"Rhein-Hunsrück-Kreis";"07140";"Trier, kreisfreie Stadt";"07211";"330";"210";"120";"300";"30";"0"
"Rhein-Hunsrück-Kreis";"07140";"Bernkastel-Wittlich";"07231";"670";"440";"230";"620";"50";"50"
"Rhein-Hunsrück-Kreis";"07140";"Eifelkreis Bitburg-Prüm";"07232";"40";"30";"10";"40";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Vulkaneifel";"07233";"10";"10";"10";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Trier-Saarburg";"07235";"40";"20";"30";"30";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Kaiserslautern, kreisfreie Stadt";"07312";"60";"20";"40";"60";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Landau in der Pfalz, kreisfreie Stadt";"07313";"10";"10";"10";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Ludwigshafen am Rhein, kreisfreie Stadt";"07314";"30";"20";"10";"30";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Mainz, kreisfreie Stadt";"07315";"820";"420";"400";"790";"40";"20"
"Rhein-Hunsrück-Kreis";"07140";"Worms, kreisfreie Stadt";"07319";"20";"10";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Alzey-Worms";"07331";"140";"90";"50";"120";"20";"10"
"Rhein-Hunsrück-Kreis";"07140";"Donnersbergkreis";"07333";"20";"10";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Germersheim";"07334";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Rhein-Pfalz-Kreis";"07338";"20";"10";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Mainz-Bingen";"07339";"1300";"690";"610";"1140";"160";"30"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"081xx";"30";"20";"10";"20";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Stuttgart, Landeshauptstadt";"08111";"50";"30";"10";"40";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Böblingen";"08115";"30";"20";"20";"30";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Esslingen";"08116";"20";"10";"10";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Ludwigsburg";"08118";"30";"20";"10";"20";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Heilbronn";"08125";"20";"10";"10";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Hohenlohekreis";"08126";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"082xx";"30";"20";"10";"30";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Karlsruhe, Stadt";"08212";"30";"20";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Karlsruhe";"08215";"50";"50";"10";"50";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Heidelberg, Stadt";"08221";"20";"10";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Mannheim, Universitätsstadt";"08222";"40";"30";"10";"40";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Rhein-Neckar-Kreis";"08226";"40";"20";"20";"30";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"083xx";"30";"20";"20";"30";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Ortenaukreis";"08317";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"091xx";"50";"30";"20";"40";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"München, Landeshauptstadt";"09162";"80";"40";"40";"60";"20";"0"
"Rhein-Hunsrück-Kreis";"07140";"München";"09184";"20";"20";"10";"20";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"093xx";"10";"10";"0";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Amberg-Sulzbach";"09371";"20";"20";"0";"0";"20";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"095xx";"20";"20";"0";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Nürnberg, Stadt";"09564";"20";"20";"10";"10";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Übrige Kreise (Regierungsbezirk)";"100xx";"10";"10";"10";"10";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Regionalverband Saarbrücken";"10041";"80";"30";"50";"60";"30";"0"
"Rhein-Hunsrück-Kreis";"07140";"Saarlouis";"10044";"10";"10";"0";"10";"10";"0"
"Rhein-Hunsrück-Kreis";"07140";"Saarpfalz-Kreis";"10045";"20";"10";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"St Wendel";"10046";"20";"10";"10";"20";"0";"0"
"Rhein-Hunsrück-Kreis";"07140";"Berlin, Stadt";"11000";"100";"60";"50";"80";"20";"0"
"Rhein-Lahn-Kreis";"07141";"Auspendler insgesamt";"0";"27360";"15710";"11650";"24330";"3030";"940"
"Rhein-Lahn-Kreis";"07141";"Übrige Kreise (Regierungsbezirk)";"010xx";"30";"20";"10";"30";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Rendsburg-Eckernförde";"01058";"20";"10";"20";"20";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Stormarn";"01062";"10";"10";"0";"10";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Hamburg, Freie und Hansestadt";"02000";"70";"50";"20";"60";"10";"0"
"Rhein-Lahn-Kreis";"07141";"Übrige Kreise (Regierungsbezirk)";"032xx";"10";"10";"0";"10";"10";"0"
"Rhein-Lahn-Kreis";"07141";"Region Hannover";"03241";"20";"20";"0";"20";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Übrige Kreise (Regierungsbezirk)";"034xx";"40";"30";"10";"30";"10";"0"
"Rhein-Lahn-Kreis";"07141";"Osnabrück, Stadt";"03404";"10";"10";"10";"10";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Vechta";"03460";"10";"10";"0";"10";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Übrige Kreise (Regierungsbezirk)";"040xx";"0";"0";"0";"0";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Bremen, Stadt";"04011";"10";"10";"0";"10";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Übrige Kreise (Regierungsbezirk)";"051xx";"30";"30";"0";"20";"10";"0"
"Rhein-Lahn-Kreis";"07141";"Düsseldorf, Stadt";"05111";"110";"60";"50";"80";"20";"0"
"Rhein-Lahn-Kreis";"07141";"Duisburg, Stadt";"05112";"20";"20";"10";"20";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Essen, Stadt";"05113";"40";"30";"10";"30";"10";"0"
"Rhein-Lahn-Kreis";"07141";"Krefeld, Stadt";"05114";"20";"20";"0";"20";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Wuppertal, Stadt";"05124";"10";"10";"10";"10";"0";"0"
"Rhein-Lahn-Kreis";"07141";"Mettmann";"05158";"40";"30";"10";"30";"10";"0"
