city,cityLabel,district,districtLabel,isCity,isIndependentCity,regiokeyCity,regioKey,maxPopulation,maxLoc
http://www.wikidata.org/entity/Q632991,Montabaur,http://www.wikidata.org/entity/Q8602,Westerwaldkreis,true,false,,07143,13691,Point(7.825833333 50.4375)
http://www.wikidata.org/entity/Q518460,Wesselburen,http://www.wikidata.org/entity/Q2947,Kreis Dithmarschen,true,false,,01051,3372,Point(8.916666666 54.216666666)
http://www.wikidata.org/entity/Q158408,Dillingen/Saar,http://www.wikidata.org/entity/Q6794,Landkreis Saarlouis,true,false,,10044,20048,Point(6.733333333 49.35)
http://www.wikidata.org/entity/Q61731,Schönau im Schwarzwald,http://www.wikidata.org/entity/Q8198,Landkreis Lörrach,true,false,,08336,2420,Point(7.894166666 47.786666666)
http://www.wikidata.org/entity/Q520369,Walsrode,http://www.wikidata.org/entity/Q5922,Landkreis Heidekreis,true,false,,03358,23068,Point(9.58525 52.8592)
http://www.wikidata.org/entity/Q245579,Burscheid,http://www.wikidata.org/entity/Q6295,Rheinisch-Bergischer Kreis,true,false,,05378,18172,Point(7.116666666 51.1)
http://www.wikidata.org/entity/Q3185,Hildesheim,http://www.wikidata.org/entity/Q5978,Landkreis Hildesheim,true,false,,03254,101990,Point(9.95 52.15)
http://www.wikidata.org/entity/Q4051,Friedrichshafen,http://www.wikidata.org/entity/Q8228,Bodenseekreis,true,false,,08435,60865,Point(9.479166666 47.654166666)
http://www.wikidata.org/entity/Q1973855,Neckarsteinach,http://www.wikidata.org/entity/Q7917,Landkreis Bergstraße,true,false,,06431,3915,Point(8.837361111 49.407777777)
http://www.wikidata.org/entity/Q498521,Haselünne,http://www.wikidata.org/entity/Q5936,Landkreis Emsland,true,false,,03454,12914,Point(7.466666666 52.666666666)
http://www.wikidata.org/entity/Q1709,Schwerin,,,true,true,13004,,95818,Point(11.416666666 53.633333333)
http://www.wikidata.org/entity/Q544737,Langenselbold,http://www.wikidata.org/entity/Q7911,Main-Kinzig-Kreis,true,false,,06435,13979,Point(9.033333333 50.183333333)
http://www.wikidata.org/entity/Q498534,Diepholz,http://www.wikidata.org/entity/Q5956,Landkreis Diepholz,true,false,,03251,16882,Point(8.371111111 52.607222222)
http://www.wikidata.org/entity/Q503149,Pleystein,http://www.wikidata.org/entity/Q10420,Landkreis Neustadt an der Waldnaab,true,false,,09374,2367,Point(12.416666666 49.65)
http://www.wikidata.org/entity/Q50891,Gerbstedt,http://www.wikidata.org/entity/Q6092,Landkreis Mansfeld-Südharz,true,false,,15087,7110,Point(11.616666666 51.633055555)
http://www.wikidata.org/entity/Q3012,Ulm,,,true,true,08421,,126405,Point(9.99155 48.39841)
http://www.wikidata.org/entity/Q2899,Mülheim an der Ruhr,,,true,true,05117,,170921,Point(6.8825 51.4275)
http://www.wikidata.org/entity/Q8336,Hockenheim,http://www.wikidata.org/entity/Q8177,Rhein-Neckar-Kreis,true,false,,08226,21779,Point(8.547222222 49.318055555)
http://www.wikidata.org/entity/Q622569,Lauterbach,http://www.wikidata.org/entity/Q7901,Vogelsbergkreis,true,false,,06535,13664,Point(9.394444444 50.637777777)
http://www.wikidata.org/entity/Q16020,Schönebeck (Elbe),http://www.wikidata.org/entity/Q6081,Salzlandkreis,true,false,,15089,30720,Point(11.75 52.016666666)
http://www.wikidata.org/entity/Q622891,Springe,http://www.wikidata.org/entity/Q5963,Region Hannover,true,false,,03241,28951,Point(9.55 52.216666666)
http://www.wikidata.org/entity/Q508231,Marktredwitz,http://www.wikidata.org/entity/Q10432,Landkreis Wunsiedel i. Fichtelgebirge,true,false,,09479,17217,Point(12.066666666 50.0)
http://www.wikidata.org/entity/Q520054,Tengen,http://www.wikidata.org/entity/Q8206,Landkreis Konstanz,true,false,,08335,4584,Point(8.659166666 47.814444444)
http://www.wikidata.org/entity/Q14946,Billerbeck,http://www.wikidata.org/entity/Q6210,Kreis Coesfeld,true,false,,05558,11566,Point(7.295 51.979166666)
http://www.wikidata.org/entity/Q622572,Dahme/Mark,http://www.wikidata.org/entity/Q6146,Landkreis Teltow-Fläming,true,false,,12072,4897,Point(13.433055555 51.866666666)
http://www.wikidata.org/entity/Q46863,Falkenstein/Vogtl.,http://www.wikidata.org/entity/Q6337,Vogtlandkreis,true,false,,14523,8061,Point(12.366666666 50.466666666)
http://www.wikidata.org/entity/Q506515,Röttingen,http://www.wikidata.org/entity/Q10458,Landkreis Würzburg,true,false,,09679,1673,Point(9.971111111 49.5103)
http://www.wikidata.org/entity/Q517353,Grevesmühlen,http://www.wikidata.org/entity/Q2876,Landkreis Nordwestmecklenburg,true,false,,13074,10354,Point(11.19089 53.86446)
http://www.wikidata.org/entity/Q3923,Bayreuth,,,true,true,09462,,74657,Point(11.578333333 49.948055555)
http://www.wikidata.org/entity/Q507592,Schwaigern,http://www.wikidata.org/entity/Q7166,Landkreis Heilbronn,true,false,,08125,11425,Point(9.05 49.133333333)
http://www.wikidata.org/entity/Q3952,Plauen,http://www.wikidata.org/entity/Q6337,Vogtlandkreis,true,false,,14523,63395,Point(12.138333333 50.495)
http://www.wikidata.org/entity/Q71129,Hartha,http://www.wikidata.org/entity/Q6328,Landkreis Mittelsachsen,true,false,,14522,7034,Point(12.977222222 51.097777777)
http://www.wikidata.org/entity/Q507194,Friedberg,http://www.wikidata.org/entity/Q10415,Landkreis Aichach-Friedberg,true,false,,09771,29810,Point(10.983333333 48.35)
http://www.wikidata.org/entity/Q16087,Zeitz,http://www.wikidata.org/entity/Q6102,Burgenlandkreis,true,false,,15084,27955,Point(12.138333333 51.047777777)
http://www.wikidata.org/entity/Q49812,Selb,http://www.wikidata.org/entity/Q10432,Landkreis Wunsiedel i. Fichtelgebirge,true,false,,09479,15128,Point(12.133333333 50.166666666)
http://www.wikidata.org/entity/Q499873,Burgwedel,http://www.wikidata.org/entity/Q5963,Region Hannover,true,false,,03241,20369,Point(9.866694444 52.499972222)
http://www.wikidata.org/entity/Q241978,Borgentreich,http://www.wikidata.org/entity/Q6228,Kreis Höxter,true,false,,05762,8523,Point(9.241130555 51.569169444)
http://www.wikidata.org/entity/Q570035,Hillesheim,http://www.wikidata.org/entity/Q8583,Landkreis Vulkaneifel,true,false,,07233,3149,Point(6.675 50.293055555)
http://www.wikidata.org/entity/Q7021,Bünde,http://www.wikidata.org/entity/Q6234,Kreis Herford,true,false,,05758,45521,Point(8.6 52.2)
http://www.wikidata.org/entity/Q162890,Xanten,http://www.wikidata.org/entity/Q6245,Kreis Wesel,true,false,,05170,21690,Point(6.453888888 51.662222222)
http://www.wikidata.org/entity/Q365,Köln,,,true,true,05315,,1083498,Point(6.957777777 50.942222222)
http://www.wikidata.org/entity/Q502392,Schwarzenbach am Wald,http://www.wikidata.org/entity/Q10431,Landkreis Hof,true,false,,09475,4395,Point(11.620833333 50.283333333)
http://www.wikidata.org/entity/Q83036,St. Georgen im Schwarzwald,http://www.wikidata.org/entity/Q8203,Schwarzwald-Baar-Kreis,true,false,,08326,12958,Point(8.330833333 48.124722222)
http://www.wikidata.org/entity/Q550275,Ranis,http://www.wikidata.org/entity/Q7883,Saale-Orla-Kreis,true,false,,16075,1708,Point(11.568055555 50.663888888)
http://www.wikidata.org/entity/Q3857,Wilhelmshaven,,,true,true,03405,,75189,Point(8.105555555 53.528611111)
http://www.wikidata.org/entity/Q82717,Furtwangen im Schwarzwald,http://www.wikidata.org/entity/Q8203,Schwarzwald-Baar-Kreis,true,false,,08326,9091,Point(8.209166666 48.050277777)
http://www.wikidata.org/entity/Q503450,Naila,http://www.wikidata.org/entity/Q10431,Landkreis Hof,true,false,,09475,7684,Point(11.708288888 50.329861111)
http://www.wikidata.org/entity/Q4090,Sankt Augustin,http://www.wikidata.org/entity/Q6287,Rhein-Sieg-Kreis,true,false,,05382,55767,Point(7.186666666 50.77)
http://www.wikidata.org/entity/Q537268,Rheinsberg,http://www.wikidata.org/entity/Q6125,Landkreis Ostprignitz-Ruppin,true,false,,12068,7948,Point(12.889944 53.100434)
http://www.wikidata.org/entity/Q81006,Owen,http://www.wikidata.org/entity/Q8533,Landkreis Esslingen,true,false,,08116,3392,Point(9.451388888 48.588333333)
http://www.wikidata.org/entity/Q3920,Lüneburg,http://www.wikidata.org/entity/Q5910,Landkreis Lüneburg,true,false,,03355,75351,Point(10.414444444 53.2525)
http://www.wikidata.org/entity/Q61851,Boxberg,http://www.wikidata.org/entity/Q8517,Main-Tauber-Kreis,true,false,,08128,6664,Point(9.641666666 49.481388888)
http://www.wikidata.org/entity/Q183404,Büren,http://www.wikidata.org/entity/Q6224,Kreis Paderborn,true,false,,05774,21556,Point(8.566666666 51.55)
http://www.wikidata.org/entity/Q494110,Helmbrechts,http://www.wikidata.org/entity/Q10431,Landkreis Hof,true,false,,09475,8413,Point(11.715915 50.236773055)
http://www.wikidata.org/entity/Q569639,Lahnstein,http://www.wikidata.org/entity/Q8601,Rhein-Lahn-Kreis,true,false,,07141,18067,Point(7.605555555 50.301111111)
http://www.wikidata.org/entity/Q53751,Brackenheim,http://www.wikidata.org/entity/Q7166,Landkreis Heilbronn,true,false,,08125,16106,Point(9.066666666 49.083333333)
http://www.wikidata.org/entity/Q502636,Prichsenstadt,http://www.wikidata.org/entity/Q10459,Landkreis Kitzingen,true,false,,09675,3050,Point(10.35 49.8167)
http://www.wikidata.org/entity/Q502939,Stadtprozelten,http://www.wikidata.org/entity/Q10472,Landkreis Miltenberg,true,false,,09676,1541,Point(9.412222222 49.785277777)
http://www.wikidata.org/entity/Q7014,Neustadt am Rübenberge,http://www.wikidata.org/entity/Q5963,Region Hannover,true,false,,03241,44282,Point(9.46358 52.5055)
http://www.wikidata.org/entity/Q155981,Zerbst/Anhalt,http://www.wikidata.org/entity/Q6071,Landkreis Anhalt-Bitterfeld,true,false,,15082,21657,Point(12.084444444 51.968055555)
http://www.wikidata.org/entity/Q46843,Auerbach/Vogtl.,http://www.wikidata.org/entity/Q6337,Vogtlandkreis,true,false,,14523,17822,Point(12.4 50.509444444)
http://www.wikidata.org/entity/Q161825,Daun,http://www.wikidata.org/entity/Q8583,Landkreis Vulkaneifel,true,false,,07233,7974,Point(6.831944444 50.198611111)
http://www.wikidata.org/entity/Q536809,Schwaan,http://www.wikidata.org/entity/Q2898,Landkreis Rostock,true,false,,13072,5022,Point(12.1 53.933333333)
http://www.wikidata.org/entity/Q530185,Barby,http://www.wikidata.org/entity/Q6081,Salzlandkreis,true,false,,15089,8394,Point(11.866666666 51.966666666)
http://www.wikidata.org/entity/Q16059,Cloppenburg,http://www.wikidata.org/entity/Q5945,Landkreis Cloppenburg,true,false,,03453,34913,Point(8.043888888 52.847777777)
http://www.wikidata.org/entity/Q10777,Trebsen/Mulde,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,true,false,,14729,3813,Point(12.75 51.283055555)
http://www.wikidata.org/entity/Q571926,Bad Königshofen im Grabfeld,http://www.wikidata.org/entity/Q10465,Landkreis Rhön-Grabfeld,true,false,,09673,5984,Point(10.466666666 50.299166666)
http://www.wikidata.org/entity/Q4126,Schweinfurt,,,true,true,09662,,54032,Point(10.233333333 50.05)
http://www.wikidata.org/entity/Q558577,Mülheim-Kärlich,http://www.wikidata.org/entity/Q8593,Landkreis Mayen-Koblenz,true,false,,07137,11177,Point(7.495277777 50.386944444)
http://www.wikidata.org/entity/Q4113,Pulheim,http://www.wikidata.org/entity/Q6292,Rhein-Erft-Kreis,true,false,,05362,54071,Point(6.8 51.0)
http://www.wikidata.org/entity/Q541832,Baumholder,http://www.wikidata.org/entity/Q8575,Landkreis Birkenfeld,true,false,,07134,4203,Point(7.333333333 49.613888888)
http://www.wikidata.org/entity/Q536844,Rerik,http://www.wikidata.org/entity/Q2898,Landkreis Rostock,true,false,,13072,2142,Point(11.616666666 54.1)
http://www.wikidata.org/entity/Q505665,Bergen,http://www.wikidata.org/entity/Q5919,Landkreis Celle,true,false,,03351,13556,Point(9.961111111 52.810277777)
http://www.wikidata.org/entity/Q16082,Bad Vilbel,http://www.wikidata.org/entity/Q7910,Wetteraukreis,true,false,,06440,33990,Point(8.736111111 50.178055555)
http://www.wikidata.org/entity/Q4105,Meerbusch,http://www.wikidata.org/entity/Q6253,Rhein-Kreis Neuss,true,false,,05162,56189,Point(6.666666666 51.266666666)
http://www.wikidata.org/entity/Q57924,Lugau,http://www.wikidata.org/entity/Q6339,Erzgebirgskreis,true,false,,14521,8013,Point(12.746388888 50.738333333)
http://www.wikidata.org/entity/Q517107,Rudolstadt,http://www.wikidata.org/entity/Q7882,Landkreis Saalfeld-Rudolstadt,true,false,,16073,25115,Point(11.3275 50.716944444)
http://www.wikidata.org/entity/Q61704,Oberriexingen,http://www.wikidata.org/entity/Q8541,Landkreis Ludwigsburg,true,false,,08118,3319,Point(9.028055555 48.925555555)
http://www.wikidata.org/entity/Q389945,Leutershausen,http://www.wikidata.org/entity/Q10454,Landkreis Ansbach,true,false,,09571,5615,Point(10.41172 49.29918)
http://www.wikidata.org/entity/Q502642,Windischeschenbach,http://www.wikidata.org/entity/Q10420,Landkreis Neustadt an der Waldnaab,true,false,,09374,4960,Point(12.154869444 49.803030555)
http://www.wikidata.org/entity/Q510543,Höchstadt an der Aisch,http://www.wikidata.org/entity/Q10447,Landkreis Erlangen-Höchstadt,true,false,,09572,13422,Point(10.805833333 49.705555555)
http://www.wikidata.org/entity/Q31644,Trostberg,http://www.wikidata.org/entity/Q10528,Landkreis Traunstein,true,false,,09189,11222,Point(12.55857 48.02798)
http://www.wikidata.org/entity/Q184481,Zehdenick,http://www.wikidata.org/entity/Q6119,Landkreis Oberhavel,true,false,,12065,13437,Point(13.333055555 52.983055555)
http://www.wikidata.org/entity/Q205929,Ilmenau,http://www.wikidata.org/entity/Q7878,Ilm-Kreis,true,false,,16070,39017,Point(10.914166666 50.687222222)
http://www.wikidata.org/entity/Q47244,Einbeck,http://www.wikidata.org/entity/Q6018,Landkreis Northeim,true,false,,03155,30826,Point(9.866666666 51.816666666)
http://www.wikidata.org/entity/Q504457,Waghäusel,http://www.wikidata.org/entity/Q8178,Landkreis Karlsruhe,true,false,,08215,20935,Point(8.516944444 49.25)
http://www.wikidata.org/entity/Q488592,Wörth an der Donau,http://www.wikidata.org/entity/Q10429,Landkreis Regensburg,true,false,,09375,4918,Point(12.401111111 49.000833333)
http://www.wikidata.org/entity/Q8199,Liebstadt,http://www.wikidata.org/entity/Q6323,Landkreis Sächsische Schweiz-Osterzgebirge,true,false,,14628,1264,Point(13.855555555 50.864722222)
http://www.wikidata.org/entity/Q504521,Monheim,http://www.wikidata.org/entity/Q10418,Landkreis Donau-Ries,true,false,,09779,5093,Point(10.856388888 48.842222222)
http://www.wikidata.org/entity/Q146373,Rosenfeld,http://www.wikidata.org/entity/Q8233,Zollernalbkreis,true,false,,08417,6347,Point(8.724166666 48.286388888)
http://www.wikidata.org/entity/Q200602,Isselburg,http://www.wikidata.org/entity/Q6191,Kreis Borken,true,false,,05554,10692,Point(6.466666666 51.833055555)
http://www.wikidata.org/entity/Q50897,Wachenheim an der Weinstraße,http://www.wikidata.org/entity/Q8557,Landkreis Bad Dürkheim,true,false,,07332,4644,Point(8.18 49.441111111)
http://www.wikidata.org/entity/Q501621,Bad Iburg,http://www.wikidata.org/entity/Q5940,Landkreis Osnabrück,true,false,,03459,10661,Point(8.047222222 52.159166666)
http://www.wikidata.org/entity/Q589247,Lauchhammer,http://www.wikidata.org/entity/Q6156,Landkreis Oberspreewald-Lausitz,true,false,,12066,14070,Point(13.8 51.5)
